distance to tss	transcript id	gene id	transcript name	chromosome	start	end	strand	feature type	transcript biotype
-5803	ensorlt00000039937	sorlg00000027235		22	22336542	22346671	-	mRNA	protein_coding
6133	ensorlt00000046865	sorlg00000026755		22	22360687	22369854	+	mRNA	protein_coding
-6368	ensorlt00000038158	sorlg00000027235		22	22340491	22346106	-	mRNA	protein_coding
7988	ensorlt00000028729	sorlg00000028516		22	22362542	22372745	+	mRNA	protein_coding
8354	ensorlt00000044432	sorlg00000026755		22	22362908	22369237	+	mRNA	protein_coding
-8359	ensorlt00000046152	sorlg00000030269		22	22339138	22344115	-	mRNA	protein_coding
8626	ensorlt00000041016	sorlg00000026755		22	22363180	22369715	+	mRNA	protein_coding
8696	ensorlt00000032299	sorlg00000026755		22	22363250	22373268	+	mRNA	protein_coding
-8914	ensorlt00000045167	sorlg00000027235		22	22340069	22343560	-	mRNA	protein_coding
10043	ensorlt00000044434	sorlg00000026755		22	22364597	22371446	+	mRNA	protein_coding
11033	ensorlt00000041529	sorlg00000026755		22	22365587	22371446	+	mRNA	protein_coding
11186	ensorlt00000038761	sorlg00000026755		22	22365740	22371518	+	mRNA	protein_coding
11186	ensorlt00000030834	sorlg00000026755		22	22365740	22369237	+	mRNA	protein_coding
-20275	ensorlt00000022521	sorlg00000017983	olklklp-201	22	22327590	22332199	-	mRNA	protein_coding
27819	ensorlt00000022538	sorlg00000017996	atrn-203	22	22382373	22445354	+	mRNA	protein_coding
27819	ensorlt00000037208	sorlg00000017996	atrn-201	22	22382373	22523981	+	mRNA	protein_coding
27819	ensorlt00000030358	sorlg00000017996	atrn-202	22	22382373	22464409	+	mRNA	protein_coding
-30814	ensorlt00000041897	sorlg00000017986		22	22321660	22326715	+	mRNA	protein_coding
-30814	ensorlt00000022525	sorlg00000017986		22	22321660	22326715	+	mRNA	protein_coding
-71862	ensorlt00000029563	sorlg00000027274	ensorle00000228866	22	22280271	22280612	-	mRNA	protein_coding
-78883	ensorlt00000039711	sorlg00000029939	ky-202	22	22273591	22279908	+	mRNA	protein_coding
-78883	ensorlt00000027631	sorlg00000029939	ky-201	22	22273591	22279908	+	mRNA	protein_coding
