scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
21,1,1000000,676069,22170,727,476,11,0.9548,0.8208,0.704,melastigma,hdrr
21,1000001,2000000,1508242,35511,1647,772.5,22.5,0.9434,0.7337,0.5196,melastigma,hdrr
21,3000001,4000000,3495688,47475,2318,1196,77,0.879,0.7183,0.5856,melastigma,hdrr
21,4000001,5000000,4275591,14785,1055,721,1.5,0.9958,0.819,0.6967,melastigma,hdrr
21,5000001,6000000,5539625,51697,1716,1211,3,0.9951,0.824,0.719,melastigma,hdrr
21,6000001,7000000,6459200,52883,4040,2326,70,0.9416,0.8162,0.6147,melastigma,hdrr
21,7000001,8000000,7493336,38413,6079,3116.5,207.5,0.8752,0.7274,0.5945,melastigma,hdrr
21,8000001,9000000,8504412,39908,8574,5438.5,120,0.9568,0.8422,0.7224,melastigma,hdrr
21,9000001,10000000,9485462,41346,6750,3018.5,202,0.8746,0.6321,0.5155,melastigma,hdrr
21,10000001,11000000,10496986,44368,4150,1872,68.5,0.9294,0.6198,0.4783,melastigma,hdrr
21,11000001,12000000,11496985,43683,4880,1905,144.5,0.859,0.5865,0.4426,melastigma,hdrr
21,14000001,15000000,14482488,31957,575,427,4,0.9814,0.852,0.7507,melastigma,hdrr
21,15000001,16000000,15491343,46829,4719,2323,102.5,0.9155,0.6944,0.5609,melastigma,hdrr
21,16000001,17000000,16484182,41540,5592,2915.5,68,0.9544,0.6825,0.5625,melastigma,hdrr
21,17000001,18000000,17506221,40480,8155,3332,211.5,0.8806,0.5831,0.4597,melastigma,hdrr
21,18000001,19000000,18514078,40162,7545,3518.5,146.5,0.9201,0.626,0.5038,melastigma,hdrr
21,19000001,20000000,19499584,38894,3939,2359,78,0.936,0.7851,0.6565,melastigma,hdrr
21,20000001,21000000,20514947,37058,6832,3484,151.5,0.9167,0.6443,0.5328,melastigma,hdrr
21,21000001,22000000,21502997,37500,1744,1070,11,0.9796,0.7242,0.6421,melastigma,hdrr
21,22000001,23000000,22532701,31644,5393,3475.5,59,0.9666,0.8057,0.6786,melastigma,hdrr
21,23000001,24000000,23488312,36445,5262,3248,111,0.9339,0.8068,0.6821,melastigma,hdrr
21,24000001,25000000,24542108,47116,4893,2098,135,0.8791,0.6035,0.4715,melastigma,hdrr
21,25000001,26000000,25507233,37368,4328,1892,127,0.8742,0.5869,0.4802,melastigma,hdrr
21,26000001,27000000,26504512,39397,4833,1665,190,0.7951,0.5104,0.3856,melastigma,hdrr
21,27000001,28000000,27504578,42705,7805,3076,182.5,0.888,0.5264,0.4266,melastigma,hdrr
21,28000001,29000000,28488429,38567,6023,3394.5,57.5,0.9667,0.674,0.5965,melastigma,hdrr
21,29000001,30000000,29494205,40819,4436,2226.5,97,0.9165,0.613,0.5378,melastigma,hdrr
21,30000001,31000000,30528467,28797,6461,2638,105.5,0.9231,0.5982,0.44,melastigma,hdrr
21,31000001,32000000,31064867,4698,698,309.5,5,0.9682,0.704,0.5305,melastigma,hdrr
15,1,1000000,744159,20410,674,438.5,9,0.9598,0.8146,0.6804,melastigma,hdrr
15,1000001,2000000,1469460,47448,3627,1913,75.5,0.9241,0.7176,0.5815,melastigma,hdrr
15,2000001,3000000,2498235,45984,3340,1669.5,57,0.934,0.659,0.5317,melastigma,hdrr
15,3000001,4000000,3500156,45462,1732,776,32.5,0.9196,0.6247,0.5046,melastigma,hdrr
15,4000001,5000000,4292763,10962,526,216,9.5,0.9157,0.5228,0.4273,melastigma,hdrr
15,5000001,6000000,5514160,43445,4015,1812.5,86,0.9094,0.6682,0.4822,melastigma,hdrr
15,6000001,7000000,6493888,47205,4114,1872,66,0.9319,0.6895,0.4965,melastigma,hdrr
15,7000001,8000000,7509903,49777,2261,868,65,0.8607,0.499,0.4278,melastigma,hdrr
15,8000001,9000000,8500825,42666,2576,1303,84,0.8789,0.7133,0.5489,melastigma,hdrr
15,9000001,10000000,9501963,44669,2254,1124,37.5,0.9354,0.6694,0.5081,melastigma,hdrr
15,11000001,12000000,11502828,40468,2934,1175,70.5,0.8868,0.5796,0.4345,melastigma,hdrr
15,12000001,13000000,12498830,41639,5907,2581.5,109,0.919,0.5932,0.4703,melastigma,hdrr
