scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
5,1,1000000,630207,33255,1101,585,15.5,0.9484,0.7257,0.5481,melastigma,hdrr
5,1000001,2000000,1498398,40019,536,226,15,0.8755,0.6594,0.4396,melastigma,hdrr
5,2000001,3000000,2439725,31666,2441,979,63,0.8791,0.5949,0.4285,melastigma,hdrr
5,3000001,4000000,3523401,38665,1203,624,9,0.9716,0.7852,0.5451,melastigma,hdrr
5,4000001,5000000,4498902,41461,1521,712,25,0.9322,0.7328,0.5412,melastigma,hdrr
5,5000001,6000000,5494579,41234,1633,901.5,34,0.9273,0.6765,0.5469,melastigma,hdrr
5,6000001,7000000,6505546,42756,1528,712,38,0.8987,0.6265,0.4643,melastigma,hdrr
5,7000001,8000000,7492934,42680,3771,1799.5,53,0.9428,0.6254,0.5201,melastigma,hdrr
5,8000001,9000000,8484104,39660,3485,1140,101,0.8372,0.514,0.3684,melastigma,hdrr
5,9000001,10000000,9494385,41889,7275,4627.5,99,0.9581,0.8031,0.6818,melastigma,hdrr
5,10000001,11000000,10497333,39911,5585,3536.5,72,0.9601,0.798,0.6535,melastigma,hdrr
5,11000001,12000000,11495816,43318,6866,3261.5,135.5,0.9202,0.6422,0.5277,melastigma,hdrr
5,12000001,13000000,12471852,43450,7947,3873,164,0.9188,0.6465,0.5282,melastigma,hdrr
5,13000001,14000000,13486670,39841,4982,2506,64,0.9502,0.6479,0.5288,melastigma,hdrr
5,14000001,15000000,14502452,42386,9075,5122.5,103,0.9606,0.7361,0.6053,melastigma,hdrr
5,15000001,16000000,15506462,40517,7354,4580.5,53,0.9771,0.7937,0.6446,melastigma,hdrr
5,16000001,17000000,16512503,40159,7581,4172,104,0.9514,0.7323,0.5938,melastigma,hdrr
5,17000001,18000000,17493707,34442,7355,3303.5,234,0.8677,0.6136,0.5014,melastigma,hdrr
5,18000001,19000000,18504802,38650,7947,4289,180,0.9194,0.6774,0.5802,melastigma,hdrr
5,19000001,20000000,19521623,36206,9063,5151.5,143.5,0.9458,0.7123,0.6207,melastigma,hdrr
5,20000001,21000000,20523706,41134,9336,3722.5,269.5,0.865,0.5149,0.4207,melastigma,hdrr
5,21000001,22000000,21508251,43222,5257,2290.5,146,0.8802,0.596,0.478,melastigma,hdrr
5,22000001,23000000,22498644,45627,9144,4074.5,336,0.8476,0.631,0.5131,melastigma,hdrr
5,23000001,24000000,23495590,41265,8991,4182,233,0.8945,0.6542,0.5296,melastigma,hdrr
5,24000001,25000000,24488769,38401,2159,1212,48,0.9238,0.7362,0.6241,melastigma,hdrr
5,25000001,26000000,25552211,36402,6154,2374,156.5,0.8763,0.5743,0.4318,melastigma,hdrr
5,26000001,27000000,26456026,30140,4705,2642,91,0.9334,0.7267,0.6149,melastigma,hdrr
5,27000001,28000000,27520186,39766,3865,2304,51,0.9567,0.8105,0.6546,melastigma,hdrr
5,28000001,29000000,28430518,34396,8509,4748,139.5,0.9429,0.7428,0.5983,melastigma,hdrr
5,29000001,30000000,29523252,36390,3937,1727,98,0.8926,0.5732,0.4687,melastigma,hdrr
5,30000001,31000000,30603783,28814,3720,1762,92,0.9008,0.6173,0.4853,melastigma,hdrr
5,31000001,32000000,31509305,43495,6914,2257,226,0.818,0.4947,0.337,melastigma,hdrr
5,32000001,33000000,32420301,33982,357,150,4,0.9481,0.6404,0.4725,melastigma,hdrr
1,1,1000000,773442,17383,1080,453.5,12,0.9484,0.6597,0.4479,melastigma,hdrr
1,1000001,2000000,1499533,46163,4083,1235.5,87,0.8684,0.5208,0.3433,melastigma,hdrr
1,2000001,3000000,2496202,36377,3324,1096.5,90.5,0.8475,0.5628,0.3657,melastigma,hdrr
1,3000001,4000000,3470644,48098,5165,1902,150.5,0.8533,0.504,0.3909,melastigma,hdrr
1,4000001,5000000,4409263,38457,2939,1254,74,0.8886,0.5483,0.4311,melastigma,hdrr
1,5000001,6000000,5525740,37728,3926,1580.5,104,0.8765,0.5191,0.4339,melastigma,hdrr
