scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
10,1,1000000,501694,35391,353,168,3,0.9649,0.6762,0.5156,melastigma,hdrr
10,1000001,2000000,1582373,35713,1994,1003,45,0.9141,0.6294,0.5425,melastigma,hdrr
10,2000001,3000000,2546911,37291,4120,2460.5,21,0.9831,0.699,0.6165,melastigma,hdrr
10,3000001,4000000,3500621,43808,3507,1776,73,0.921,0.6271,0.5464,melastigma,hdrr
10,4000001,5000000,4516079,43368,5449,2942,87.5,0.9422,0.7267,0.6198,melastigma,hdrr
10,5000001,6000000,5494357,45088,8198,3696,214,0.8905,0.6233,0.5078,melastigma,hdrr
10,6000001,7000000,6478127,51523,3788,2517.5,24,0.9811,0.8383,0.7202,melastigma,hdrr
10,7000001,8000000,7526522,39531,3637,2277,63,0.9462,0.8276,0.7115,melastigma,hdrr
10,8000001,9000000,8489174,39229,6252,3669,66,0.9647,0.806,0.6471,melastigma,hdrr
10,9000001,10000000,9501332,39164,9136,4762.5,87,0.9641,0.7075,0.5712,melastigma,hdrr
10,10000001,11000000,10481750,37311,6072,3622,70.5,0.9618,0.7854,0.6623,melastigma,hdrr
10,11000001,12000000,11494110,36524,5271,3530,56.5,0.9685,0.8561,0.7346,melastigma,hdrr
10,12000001,13000000,12528632,42125,6627,2889.5,160.5,0.8948,0.6058,0.5002,melastigma,hdrr
10,13000001,14000000,13513400,39456,8079,3313.5,206,0.8829,0.5755,0.471,melastigma,hdrr
10,14000001,15000000,14519366,43379,4899,2153.5,77.5,0.9305,0.587,0.4999,melastigma,hdrr
10,15000001,16000000,15459735,43899,4359,2139.5,64,0.9419,0.6405,0.5435,melastigma,hdrr
10,16000001,17000000,16551917,27533,4995,2666,51,0.9625,0.7724,0.5941,melastigma,hdrr
10,17000001,18000000,17490148,34909,4645,2636.5,72,0.9468,0.7154,0.6134,melastigma,hdrr
10,18000001,19000000,18489632,34508,9588,4972,224.5,0.9136,0.6489,0.5525,melastigma,hdrr
10,19000001,20000000,19499893,35990,9521,4784.5,164,0.9337,0.6253,0.5421,melastigma,hdrr
10,20000001,21000000,20494668,36676,6060,3890,56,0.9716,0.7536,0.671,melastigma,hdrr
10,21000001,22000000,21490673,33112,8564,4290,180,0.9195,0.6609,0.5539,melastigma,hdrr
10,22000001,23000000,22526080,35841,4401,2017,92,0.9128,0.652,0.5071,melastigma,hdrr
10,23000001,24000000,23473788,46628,7365,3437,145,0.919,0.6544,0.5014,melastigma,hdrr
10,24000001,25000000,24544327,37161,2168,1217.5,51,0.9196,0.7855,0.6282,melastigma,hdrr
10,25000001,26000000,25515331,39722,5354,3448,71,0.9596,0.7814,0.6752,melastigma,hdrr
10,26000001,27000000,26508250,42214,8233,3821,170.5,0.9146,0.6171,0.4928,melastigma,hdrr
10,27000001,28000000,27500072,50030,5601,2223,183,0.8479,0.5649,0.4239,melastigma,hdrr
10,28000001,29000000,28510274,44171,4761,2121,168.5,0.8528,0.5741,0.4619,melastigma,hdrr
10,29000001,30000000,29489351,44961,7968,3367,183,0.8969,0.6387,0.4679,melastigma,hdrr
10,30000001,31000000,30473998,41945,4544,2055.5,82,0.9233,0.6851,0.4798,melastigma,hdrr
13,1,1000000,486015,35505,1635,1083.5,9,0.9835,0.8157,0.6999,melastigma,hdrr
13,1000001,2000000,1510269,58484,5613,2021.5,119.5,0.8884,0.5603,0.4228,melastigma,hdrr
13,2000001,3000000,2480712,42962,3060,1369,54,0.9241,0.632,0.4998,melastigma,hdrr
13,3000001,4000000,3498243,38948,971,418.5,21,0.9044,0.5449,0.4657,melastigma,hdrr
13,4000001,5000000,4510858,43203,3160,1242,89.5,0.8656,0.5287,0.4483,melastigma,hdrr
13,5000001,6000000,5491460,41549,8562,3003,208.5,0.8702,0.5157,0.3915,melastigma,hdrr
13,6000001,7000000,6499756,41665,7277,3568,227,0.8804,0.6154,0.5169,melastigma,hdrr
13,7000001,8000000,7494910,40338,11147,4926,334,0.873,0.5786,0.4814,melastigma,hdrr
13,8000001,9000000,8512650,38024,8527,3173,221.5,0.8695,0.5232,0.4036,melastigma,hdrr
13,9000001,10000000,9519546,39548,10443,5551,144,0.9494,0.6686,0.5549,melastigma,hdrr
13,10000001,11000000,10503966,36173,3977,2345,40,0.9665,0.8058,0.6179,melastigma,hdrr
13,11000001,12000000,11492861,36627,4707,2334,71,0.941,0.713,0.5359,melastigma,hdrr
13,12000001,13000000,12499160,37538,6942,3225.5,158.5,0.9063,0.5965,0.4999,melastigma,hdrr
13,13000001,14000000,13250740,19998,2833,1360,42.5,0.9394,0.6447,0.5181,melastigma,hdrr
13,14000001,15000000,14503907,33403,7397,4640.5,99,0.9582,0.7685,0.6639,melastigma,hdrr
13,15000001,16000000,15493518,35030,6191,4057.5,70,0.9661,0.7991,0.6954,melastigma,hdrr
