scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
4,1,1000000,542781,32962,503,276,3.5,0.975,0.7575,0.5924,melastigma,hdrr
4,1000001,2000000,1356480,26472,3623,1649,125,0.8591,0.6485,0.5143,melastigma,hdrr
4,2000001,3000000,2518401,35092,3586,1887,66,0.9324,0.7522,0.5825,melastigma,hdrr
4,3000001,4000000,3516072,39511,1808,837.5,23,0.9465,0.6503,0.4794,melastigma,hdrr
4,4000001,5000000,4495127,42730,3305,1370,73.5,0.8982,0.5502,0.422,melastigma,hdrr
4,5000001,6000000,5429136,36800,3843,1445.5,69.5,0.9083,0.4804,0.3834,melastigma,hdrr
4,6000001,7000000,6641247,30398,2227,1057.5,25,0.9538,0.7534,0.5146,melastigma,hdrr
4,8000001,9000000,8491518,41591,2647,1260.5,50,0.9237,0.7018,0.5409,melastigma,hdrr
4,9000001,10000000,9478345,42713,9500,4116.5,185.5,0.9138,0.6157,0.4476,melastigma,hdrr
4,10000001,11000000,10374629,28015,5475,3641.5,34,0.9815,0.7674,0.6874,melastigma,hdrr
4,11000001,12000000,11513004,38815,6857,3953,66.5,0.9669,0.8002,0.6132,melastigma,hdrr
4,12000001,13000000,12508546,38755,8891,4162,152,0.9295,0.6284,0.488,melastigma,hdrr
4,13000001,14000000,13508971,39837,6460,2419.5,167,0.8709,0.5393,0.401,melastigma,hdrr
4,14000001,15000000,14466383,41084,3789,1780,60,0.9348,0.7697,0.5377,melastigma,hdrr
4,15000001,16000000,15507388,38146,5090,3357.5,55,0.9678,0.812,0.6904,melastigma,hdrr
4,16000001,17000000,16513345,37250,6474,3656,162,0.9151,0.72,0.6411,melastigma,hdrr
4,17000001,18000000,17505393,37524,3417,2414.5,24,0.9803,0.8549,0.7486,melastigma,hdrr
4,18000001,19000000,18501384,39153,7713,4512,72,0.9686,0.7331,0.6157,melastigma,hdrr
4,19000001,20000000,19489073,40430,4757,2315,100.5,0.9168,0.6114,0.5274,melastigma,hdrr
4,20000001,21000000,20493345,42441,8304,3811,209,0.896,0.6119,0.4928,melastigma,hdrr
4,21000001,22000000,21505664,39744,4996,2597.5,78.5,0.9413,0.6575,0.5544,melastigma,hdrr
4,22000001,23000000,22506654,42111,7415,3810.5,114,0.9419,0.6614,0.5381,melastigma,hdrr
4,23000001,24000000,23276457,21182,2992,1391.5,65.5,0.9101,0.5811,0.5069,melastigma,hdrr
4,24000001,25000000,24507340,42851,6475,3142,203,0.8786,0.6155,0.5179,melastigma,hdrr
4,25000001,26000000,25504535,40880,5160,2824,155,0.8959,0.6954,0.6081,melastigma,hdrr
4,26000001,27000000,26499334,42989,8628,3456.5,138,0.9232,0.4784,0.4155,melastigma,hdrr
4,27000001,28000000,27523319,41955,8939,3487.5,244.5,0.869,0.4561,0.4011,melastigma,hdrr
4,28000001,29000000,28501477,41337,5586,2365.5,81.5,0.9334,0.4633,0.4237,melastigma,hdrr
4,29000001,30000000,29498672,42319,781,321,19,0.8882,0.6756,0.4763,melastigma,hdrr
4,30000001,31000000,30477567,43618,5129,2210,135.5,0.8845,0.5856,0.454,melastigma,hdrr
4,31000001,32000000,31400951,21830,4060,2173,62,0.9445,0.6608,0.5636,melastigma,hdrr
4,32000001,33000000,32463940,34573,1565,832,24,0.9439,0.7197,0.5723,melastigma,hdrr
7,1,1000000,519475,37450,1117,515,20,0.9252,0.6574,0.496,melastigma,hdrr
7,1000001,2000000,1505787,43276,8395,3260,193.5,0.8879,0.5482,0.4131,melastigma,hdrr
7,2000001,3000000,2492231,43020,7276,4133.5,120,0.9436,0.7216,0.6066,melastigma,hdrr
7,3000001,4000000,3516450,41312,5468,2327,149.5,0.8793,0.5104,0.4364,melastigma,hdrr
7,4000001,5000000,4294645,27310,2024,451,89,0.6704,0.3136,0.2162,melastigma,hdrr
7,5000001,6000000,5530792,42771,4253,1656,96.5,0.8899,0.5852,0.4266,melastigma,hdrr
7,6000001,7000000,6510297,41207,11063,4983,362,0.8645,0.5964,0.4835,melastigma,hdrr
7,7000001,8000000,7357402,25989,5274,2203.5,175.5,0.8525,0.5701,0.4522,melastigma,hdrr
7,8000001,9000000,8459214,40540,9365,4852.5,119.5,0.9519,0.6682,0.5721,melastigma,hdrr
7,9000001,10000000,9483622,36364,7538,4225,118,0.9457,0.7291,0.6151,melastigma,hdrr
7,10000001,11000000,10500450,35231,7809,4757,67.5,0.972,0.7669,0.6653,melastigma,hdrr
7,11000001,12000000,11505464,35076,9096,4881.5,113,0.9548,0.6836,0.5843,melastigma,hdrr
7,12000001,13000000,12498502,33769,7550,3408.5,148.5,0.9165,0.6268,0.5099,melastigma,hdrr
7,13000001,14000000,13501332,35166,7033,3512,128.5,0.9294,0.6492,0.5561,melastigma,hdrr
7,14000001,15000000,14510956,40093,6603,3153,95,0.9415,0.6518,0.5372,melastigma,hdrr
7,15000001,16000000,15511989,35703,5365,2565,93,0.93,0.6534,0.5637,melastigma,hdrr
7,16000001,17000000,16506770,36110,3503,1682.5,81.5,0.9076,0.6231,0.523,melastigma,hdrr
7,17000001,18000000,17500575,34954,7159,3305.5,141,0.9182,0.6708,0.5238,melastigma,hdrr
7,18000001,19000000,18475706,44462,2428,1476.5,62,0.9194,0.7837,0.661,melastigma,hdrr
7,19000001,20000000,19496373,38354,6483,3901.5,92,0.9539,0.7913,0.6541,melastigma,hdrr
7,20000001,21000000,20477311,36226,6446,3080.5,139,0.9137,0.6218,0.5302,melastigma,hdrr
7,21000001,22000000,21504687,35308,7467,3311,218.5,0.8762,0.5802,0.4745,melastigma,hdrr
7,22000001,23000000,22518471,38728,3962,1693,92,0.8969,0.5848,0.4654,melastigma,hdrr
7,23000001,24000000,23490023,44123,2103,1015,54,0.899,0.6133,0.5136,melastigma,hdrr
7,24000001,25000000,24484126,43827,6305,2325.5,197.5,0.8434,0.5163,0.4025,melastigma,hdrr
7,25000001,26000000,25497536,47611,1107,459,21,0.9125,0.6621,0.4859,melastigma,hdrr
7,26000001,27000000,26343480,22344,2155,853,52,0.8851,0.5428,0.4257,melastigma,hdrr
7,27000001,28000000,27501250,44739,2661,1204,55,0.9126,0.6026,0.4832,melastigma,hdrr
7,28000001,29000000,28584209,35336,316,134,11,0.8483,0.5748,0.4505,melastigma,hdrr
7,29000001,30000000,29507030,45480,1966,792,40.5,0.9027,0.5627,0.4406,melastigma,hdrr
7,32000001,33000000,32411420,37129,1828,642,41,0.8799,0.6065,0.3996,melastigma,hdrr
7,33000001,34000000,33447659,39502,1433,645,31,0.9083,0.7142,0.5113,melastigma,hdrr
6,1,1000000,500530,26996,2344,1205,49,0.9219,0.7268,0.5954,melastigma,hdrr
6,2000001,3000000,2519203,37276,2554,1711.5,35,0.9599,0.8743,0.7096,melastigma,hdrr
6,4000001,5000000,4496339,46113,2601,1596,32,0.9607,0.7975,0.6551,melastigma,hdrr
6,5000001,6000000,5500346,43671,3207,1740.5,53.5,0.9404,0.7411,0.5955,melastigma,hdrr
6,6000001,7000000,6501343,44374,1182,578.5,43.5,0.8601,0.6932,0.5538,melastigma,hdrr
6,7000001,8000000,7492245,43085,641,223,21,0.8279,0.569,0.4077,melastigma,hdrr
6,8000001,9000000,8524866,46118,6650,3108,125.5,0.9224,0.6323,0.5151,melastigma,hdrr
6,9000001,10000000,9448556,39742,3737,1568,156,0.819,0.5672,0.4706,melastigma,hdrr
6,10000001,11000000,10490936,43213,3834,1455,118,0.85,0.5642,0.4472,melastigma,hdrr
6,11000001,12000000,11502556,39234,2424,1130,85,0.8601,0.6303,0.527,melastigma,hdrr
6,12000001,13000000,12478494,38245,2412,1267.5,117,0.831,0.7137,0.5879,melastigma,hdrr
6,13000001,14000000,13497923,34734,3814,2355,51,0.9576,0.8045,0.6762,melastigma,hdrr
6,14000001,15000000,14504846,36529,7349,4163,175,0.9193,0.7802,0.6323,melastigma,hdrr
6,15000001,16000000,15511570,31355,5059,2641.5,86,0.9369,0.7317,0.5582,melastigma,hdrr
6,16000001,17000000,16500467,35960,5910,3411,58,0.9666,0.7118,0.6069,melastigma,hdrr
6,17000001,18000000,17504887,33538,7606,3403,164,0.908,0.5909,0.4707,melastigma,hdrr
6,18000001,19000000,18506718,33750,7752,3850,179,0.9111,0.6245,0.5166,melastigma,hdrr
6,19000001,20000000,19490723,33908,7278,3388,123.5,0.9297,0.6254,0.5044,melastigma,hdrr
6,20000001,21000000,20490436,37317,3876,2274,46,0.9603,0.6942,0.6137,melastigma,hdrr
6,21000001,22000000,21505690,35359,7147,3846.5,89,0.9548,0.681,0.5683,melastigma,hdrr
6,22000001,23000000,22511005,41067,6654,3150,99,0.9391,0.6074,0.4802,melastigma,hdrr
6,23000001,24000000,23492664,40269,9956,5038,181,0.9306,0.7552,0.5701,melastigma,hdrr
6,24000001,25000000,24456241,38965,8294,5922,35,0.9882,0.8982,0.7411,melastigma,hdrr
6,25000001,26000000,25506492,41253,8383,4704,201,0.918,0.7637,0.6396,melastigma,hdrr
6,26000001,27000000,26488196,41677,5282,3506.5,93.5,0.9481,0.8461,0.7247,melastigma,hdrr
6,27000001,28000000,27509946,47204,2029,477.5,81,0.7099,0.297,0.2127,melastigma,hdrr
6,28000001,29000000,28502749,43638,8848,2668.5,264.5,0.8196,0.4678,0.3135,melastigma,hdrr
6,29000001,30000000,29493049,43871,2159,947.5,62.5,0.8762,0.6019,0.4957,melastigma,hdrr
6,30000001,31000000,30478036,42314,7433,2953,165.5,0.8939,0.5663,0.4377,melastigma,hdrr
6,31000001,32000000,31531037,28603,1753,777.5,33.5,0.9174,0.6167,0.4753,melastigma,hdrr
6,32000001,33000000,32118514,6733,696,375,13.5,0.9305,0.6404,0.57,melastigma,hdrr
12,1,1000000,504329,37218,1208,569,11.5,0.9604,0.7784,0.5368,melastigma,hdrr
12,1000001,2000000,1516428,43681,7924,3415,160,0.9105,0.6661,0.4903,melastigma,hdrr
12,2000001,3000000,2495596,45045,7868,3324,154.5,0.9112,0.7452,0.4884,melastigma,hdrr
12,3000001,4000000,3504712,39732,7286,3150,204,0.8784,0.6782,0.5072,melastigma,hdrr
12,4000001,5000000,4490626,40237,7974,3420,138.5,0.9222,0.7685,0.5073,melastigma,hdrr
12,5000001,6000000,5524139,38143,2382,1451,53.5,0.9289,0.843,0.7114,melastigma,hdrr
12,6000001,7000000,6489559,40794,6447,4195,53,0.975,0.847,0.7153,melastigma,hdrr
12,7000001,8000000,7472096,40109,5394,3211.5,72.5,0.9558,0.8217,0.6638,melastigma,hdrr
12,8000001,9000000,8499368,35686,7470,3902,173,0.9151,0.7632,0.6055,melastigma,hdrr
12,9000001,10000000,9485811,35237,5567,3843.5,58,0.9703,0.8747,0.7451,melastigma,hdrr
12,10000001,11000000,10507438,28971,7207,4262,101,0.9537,0.8146,0.6546,melastigma,hdrr
12,11000001,12000000,11556883,29384,2394,1368,54,0.9241,0.7573,0.6302,melastigma,hdrr
12,12000001,13000000,12502371,34286,7082,3762.5,116,0.9402,0.7768,0.5864,melastigma,hdrr
12,13000001,14000000,13507634,36518,6798,4362,118,0.9473,0.814,0.6941,melastigma,hdrr
12,14000001,15000000,14499729,38715,6353,3398.5,74,0.9574,0.6638,0.5574,melastigma,hdrr
12,15000001,16000000,15477323,37165,3255,1237,92,0.8616,0.5077,0.3881,melastigma,hdrr
12,16000001,17000000,16514756,39491,4502,2532,81,0.938,0.6958,0.5999,melastigma,hdrr
12,17000001,18000000,17508592,35888,3691,2013,96,0.909,0.7313,0.6056,melastigma,hdrr
12,18000001,19000000,18462412,32348,4849,2745,125,0.9129,0.7606,0.6365,melastigma,hdrr
12,19000001,20000000,19514060,41778,6184,2264,169,0.8611,0.5485,0.4033,melastigma,hdrr
12,20000001,21000000,20297325,26376,4026,2205,107,0.9074,0.6908,0.5938,melastigma,hdrr
12,21000001,22000000,21585823,5302,422,272,11,0.9223,0.7699,0.6624,melastigma,hdrr
12,22000001,23000000,22617339,32120,4162,2524,29,0.9773,0.7373,0.6261,melastigma,hdrr
12,23000001,24000000,23505164,43333,7259,3167.5,195,0.884,0.6048,0.4933,melastigma,hdrr
12,24000001,25000000,24506781,41505,3837,1141,124,0.804,0.4485,0.3345,melastigma,hdrr
12,25000001,26000000,25495690,43626,7174,2658,190.5,0.8662,0.4774,0.3802,melastigma,hdrr
12,26000001,27000000,26502264,45930,4899,1859,141,0.859,0.4866,0.3954,melastigma,hdrr
