scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
24,1,1000000,592909,27348,2128,1119.5,24,0.958,0.7833,0.5985,melastigma,hdrr
24,1000001,2000000,1511833,40416,3801,1774.5,135.5,0.8581,0.7265,0.5479,melastigma,hdrr
24,2000001,3000000,2500573,40779,3900,1916,71.5,0.9281,0.7098,0.5469,melastigma,hdrr
24,3000001,4000000,3491787,38530,4732,2314.5,83.5,0.9304,0.6544,0.518,melastigma,hdrr
24,4000001,5000000,4501848,39965,6779,2689,188.5,0.869,0.562,0.4457,melastigma,hdrr
24,5000001,6000000,5442925,36277,2293,1141,41.5,0.9298,0.6771,0.5542,melastigma,hdrr
24,6000001,7000000,6491967,28232,3934,2364,41,0.9659,0.7326,0.623,melastigma,hdrr
24,7000001,8000000,7510853,35444,3508,1370,79,0.891,0.5184,0.4097,melastigma,hdrr
24,8000001,9000000,8494851,38283,6622,3360.5,93,0.9461,0.6592,0.5447,melastigma,hdrr
24,9000001,10000000,9531085,44497,2243,994,34.5,0.9329,0.5287,0.4649,melastigma,hdrr
24,10000001,11000000,10397210,30512,3396,1154,98,0.8435,0.5243,0.3759,melastigma,hdrr
24,11000001,12000000,11434945,29535,5046,2269.5,126,0.8948,0.5895,0.4805,melastigma,hdrr
24,12000001,13000000,12500822,41238,8859,4260.5,279.5,0.8769,0.6683,0.5446,melastigma,hdrr
24,13000001,14000000,13487951,37519,2782,1518.5,72.5,0.9089,0.7741,0.6219,melastigma,hdrr
24,14000001,15000000,14502114,36675,9136,5442.5,145,0.9481,0.7668,0.6314,melastigma,hdrr
24,15000001,16000000,15495131,55092,3074,1228.5,60.5,0.9061,0.4601,0.3952,melastigma,hdrr
24,16000001,17000000,16512556,39178,3984,2212,47,0.9584,0.6597,0.5854,melastigma,hdrr
24,17000001,18000000,17471405,33764,2770,1594,50,0.9392,0.6808,0.6014,melastigma,hdrr
24,18000001,19000000,18495860,46203,2594,1240.5,35.5,0.9444,0.6208,0.5178,melastigma,hdrr
