scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
20,1,1000000,643975,23058,1440,728,28,0.9259,0.647,0.522,melastigma,hdrr
20,1000001,2000000,1513757,44496,2488,1168.5,38,0.937,0.6681,0.5081,melastigma,hdrr
20,2000001,3000000,2545426,28170,889,388,20.5,0.8996,0.5689,0.4437,melastigma,hdrr
20,3000001,4000000,3511726,39217,3732,2047,55.5,0.9472,0.668,0.5675,melastigma,hdrr
20,4000001,5000000,4476520,43302,3224,1698.5,68.5,0.9225,0.6726,0.5598,melastigma,hdrr
20,5000001,6000000,5448891,33089,3075,1803.5,66,0.9294,0.7513,0.6448,melastigma,hdrr
20,6000001,7000000,6690054,31620,2533,1559,47,0.9415,0.743,0.6499,melastigma,hdrr
20,7000001,8000000,7506059,41100,4502,2568,56.5,0.9569,0.6808,0.6019,melastigma,hdrr
20,8000001,9000000,8502192,39448,4181,2217,75,0.9346,0.6375,0.5532,melastigma,hdrr
20,9000001,10000000,9523584,43102,2650,1264,71,0.8936,0.6024,0.5241,melastigma,hdrr
20,10000001,11000000,10493061,41044,5923,1797.5,280.5,0.73,0.3796,0.2931,melastigma,hdrr
20,11000001,12000000,11496946,43358,9272,4820.5,176,0.9296,0.629,0.5455,melastigma,hdrr
20,12000001,13000000,12478186,43383,6179,3063,95.5,0.9395,0.6082,0.5423,melastigma,hdrr
20,13000001,14000000,13331626,25909,7586,3931.5,121.5,0.94,0.6576,0.5682,melastigma,hdrr
20,14000001,15000000,14503648,40663,5661,3210.5,105,0.9367,0.7829,0.6549,melastigma,hdrr
20,15000001,16000000,15492867,37230,11086,4507.5,244,0.8973,0.5707,0.4432,melastigma,hdrr
20,16000001,17000000,16519968,37997,8963,4391.5,159,0.9301,0.645,0.5528,melastigma,hdrr
20,17000001,18000000,17511858,40108,1764,644.5,52.5,0.8494,0.4697,0.4005,melastigma,hdrr
20,18000001,19000000,18498286,40426,3473,1238.5,88.5,0.8666,0.5291,0.3889,melastigma,hdrr
20,19000001,20000000,19428154,32710,5386,1828.5,145.5,0.8526,0.4911,0.3591,melastigma,hdrr
20,20000001,21000000,20495241,44889,6625,3435,131.5,0.9263,0.6612,0.5255,melastigma,hdrr
20,21000001,22000000,21506098,47320,6681,2342.5,169,0.8654,0.4603,0.3423,melastigma,hdrr
20,22000001,23000000,22504087,50030,3511,1411.5,72,0.9029,0.5934,0.4055,melastigma,hdrr
20,23000001,24000000,23473802,40815,5425,1702.5,154.5,0.8336,0.4264,0.3135,melastigma,hdrr
20,24000001,25000000,24492872,42636,5306,2720,79,0.9436,0.6338,0.5239,melastigma,hdrr
20,25000001,26000000,25456857,37504,4502,1997,75.5,0.9271,0.6561,0.4657,melastigma,hdrr
24,1,1000000,592909,27348,2069,1166,21,0.9646,0.7972,0.6059,melastigma,hdrr
24,1000001,2000000,1511833,40416,3802,1787.5,134,0.8605,0.7065,0.537,melastigma,hdrr
24,2000001,3000000,2500573,40779,3850,1954.5,73,0.928,0.7241,0.5562,melastigma,hdrr
24,3000001,4000000,3491787,38530,4673,2315,82,0.9316,0.6472,0.5128,melastigma,hdrr
24,4000001,5000000,4501848,39965,6599,2695,185.5,0.8712,0.554,0.4412,melastigma,hdrr
24,5000001,6000000,5442925,36277,2256,1140,44,0.9257,0.6778,0.5521,melastigma,hdrr
24,6000001,7000000,6491967,28232,3906,2379.5,38,0.9686,0.7446,0.6329,melastigma,hdrr
24,7000001,8000000,7510853,35444,3493,1398,80,0.8917,0.5333,0.4205,melastigma,hdrr
24,8000001,9000000,8494851,38283,6564,3307.5,107,0.9373,0.653,0.5391,melastigma,hdrr
24,9000001,10000000,9531085,44497,2252,977,37,0.927,0.5145,0.4532,melastigma,hdrr
24,10000001,11000000,10397210,30512,3407,1147,101,0.8381,0.5168,0.371,melastigma,hdrr
24,11000001,12000000,11434945,29535,5109,2223,127,0.8919,0.5652,0.4625,melastigma,hdrr
24,12000001,13000000,12500822,41238,8833,4386.5,268.5,0.8846,0.6966,0.5674,melastigma,hdrr
24,13000001,14000000,13487951,37519,2789,1531.5,71,0.9114,0.7813,0.6265,melastigma,hdrr
24,14000001,15000000,14502114,36675,9152,5430.5,148,0.9469,0.7616,0.6284,melastigma,hdrr
24,15000001,16000000,15495131,55092,3076,1223.5,57.5,0.9102,0.4633,0.3963,melastigma,hdrr
24,16000001,17000000,16512556,39178,3900,2210,43.5,0.9614,0.6485,0.5769,melastigma,hdrr
24,17000001,18000000,17471405,33764,2778,1603.5,49.5,0.9401,0.6647,0.5872,melastigma,hdrr
24,18000001,19000000,18495860,46203,2532,1239.5,37,0.942,0.6138,0.5128,melastigma,hdrr
24,19000001,20000000,19491598,45628,3431,1131,107.5,0.8264,0.4815,0.3445,melastigma,hdrr
24,20000001,21000000,20507962,43436,2876,1389,51,0.9292,0.6004,0.5056,melastigma,hdrr
24,21000001,22000000,21499851,45235,2992,1617,52.5,0.9371,0.7238,0.6072,melastigma,hdrr
24,22000001,23000000,22420813,38898,1648,927,27,0.9434,0.7239,0.5965,melastigma,hdrr
16,1,1000000,547513,40438,863,423.5,24,0.8927,0.653,0.5661,melastigma,hdrr
16,1000001,2000000,1480681,38994,3308,1744.5,49.5,0.9448,0.6924,0.5809,melastigma,hdrr
16,2000001,3000000,2507478,42514,7099,3782,130.5,0.9333,0.6869,0.6008,melastigma,hdrr
16,3000001,4000000,3510313,44380,2733,1369.5,36.5,0.9481,0.6579,0.5601,melastigma,hdrr
16,4000001,5000000,4502958,40134,4762,2160.5,102,0.9098,0.6222,0.5166,melastigma,hdrr
16,5000001,6000000,5531525,35977,1896,934.5,34,0.9298,0.6476,0.5404,melastigma,hdrr
16,6000001,7000000,6485553,36485,1052,643,9.5,0.9709,0.7971,0.6693,melastigma,hdrr
16,7000001,8000000,7474861,28019,878,367,29,0.8535,0.7093,0.4902,melastigma,hdrr
16,8000001,9000000,8507461,44446,1298,663.5,13,0.9616,0.8076,0.5726,melastigma,hdrr
16,9000001,10000000,9665739,20300,797,459.5,12.5,0.947,0.7586,0.5885,melastigma,hdrr
16,10000001,11000000,10485977,39138,3483,1560,80,0.9024,0.6267,0.491,melastigma,hdrr
16,11000001,12000000,11510519,40173,5957,2674,159.5,0.8874,0.617,0.5055,melastigma,hdrr
16,12000001,13000000,12500640,38652,8110,3393,265.5,0.8549,0.5959,0.4759,melastigma,hdrr
16,13000001,14000000,13506574,36139,2545,1333,46.5,0.9326,0.7074,0.6164,melastigma,hdrr
16,14000001,15000000,14444118,33332,4827,2172,77.5,0.9311,0.6153,0.4976,melastigma,hdrr
16,15000001,16000000,15593596,31729,8284,3220,208.5,0.8784,0.5205,0.4165,melastigma,hdrr
16,16000001,17000000,16510438,39284,6198,2626.5,137.5,0.9005,0.5852,0.4432,melastigma,hdrr
16,17000001,18000000,17451862,37876,8254,4821.5,98,0.9602,0.7123,0.615,melastigma,hdrr
16,18000001,19000000,18496034,34065,4935,2695,74,0.9466,0.7,0.5781,melastigma,hdrr
16,19000001,20000000,19493239,33159,7349,4469.5,66,0.9709,0.766,0.6323,melastigma,hdrr
