scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
13,1,1000000,486015,35505,1602,1079.5,13,0.9762,0.8045,0.6904,melastigma,hdrr
13,1000001,2000000,1510269,58484,5470,2033.5,120,0.8886,0.5193,0.398,melastigma,hdrr
13,2000001,3000000,2480712,42962,2983,1391,48,0.9333,0.6415,0.507,melastigma,hdrr
13,3000001,4000000,3498243,38948,962,415,21,0.9037,0.5399,0.4618,melastigma,hdrr
13,4000001,5000000,4510858,43203,3163,1214,90.5,0.8612,0.5153,0.4371,melastigma,hdrr
13,5000001,6000000,5491460,41549,8630,3025.5,206.5,0.8722,0.5353,0.4043,melastigma,hdrr
13,6000001,7000000,6499756,41665,7381,3557,229,0.879,0.6273,0.5254,melastigma,hdrr
13,7000001,8000000,7494910,40338,11338,4904.5,332,0.8732,0.5874,0.4882,melastigma,hdrr
13,8000001,9000000,8512650,38024,8688,3183.5,216,0.8729,0.5375,0.4132,melastigma,hdrr
13,9000001,10000000,9519546,39548,11059,5453,148.5,0.947,0.6812,0.5636,melastigma,hdrr
13,10000001,11000000,10503966,36173,4116,2315.5,39.5,0.9665,0.8186,0.6251,melastigma,hdrr
13,11000001,12000000,11492861,36627,4835,2286.5,72.5,0.9385,0.7159,0.537,melastigma,hdrr
13,12000001,13000000,12499160,37538,7168,3199.5,150,0.9104,0.6075,0.5089,melastigma,hdrr
13,13000001,14000000,13250740,19998,2967,1348.5,46,0.934,0.6567,0.5276,melastigma,hdrr
13,14000001,15000000,14503907,33403,7710,4620,107.5,0.9545,0.784,0.6762,melastigma,hdrr
13,15000001,16000000,15493518,35030,6407,4004.5,65,0.9681,0.8036,0.6988,melastigma,hdrr
13,16000001,17000000,16494953,35504,9680,5635.5,159,0.9451,0.8142,0.665,melastigma,hdrr
13,17000001,18000000,17492326,34592,8550,4012.5,166,0.9205,0.686,0.5374,melastigma,hdrr
13,18000001,19000000,18553421,32473,6690,4626.5,22,0.9905,0.8756,0.7461,melastigma,hdrr
13,19000001,20000000,19518033,33154,1420,749,8,0.9789,0.8473,0.5895,melastigma,hdrr
13,20000001,21000000,20491027,37258,4162,1964,141.5,0.8656,0.7309,0.5678,melastigma,hdrr
13,21000001,22000000,21384151,30755,5402,2509.5,153,0.8851,0.7259,0.5559,melastigma,hdrr
13,22000001,23000000,22507999,36970,8078,4048.5,234.5,0.8905,0.6591,0.5681,melastigma,hdrr
13,23000001,24000000,23524373,40135,5155,2683,83.5,0.9396,0.6699,0.5711,melastigma,hdrr
