scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
11,1,1000000,530880,38455,1323,604,14.5,0.9531,0.6901,0.476,melastigma,hdrr
11,1000001,2000000,1443245,26251,1167,571,22.5,0.9242,0.6251,0.496,melastigma,hdrr
11,2000001,3000000,2518393,33476,7043,2763,184,0.8751,0.5436,0.4263,melastigma,hdrr
11,3000001,4000000,3359739,27258,5146,1634.5,142,0.8401,0.4417,0.3367,melastigma,hdrr
11,4000001,5000000,4484864,42900,8681,3860,223,0.8908,0.6143,0.4817,melastigma,hdrr
11,5000001,6000000,5500060,46801,4041,1666.5,61.5,0.9288,0.5809,0.4187,melastigma,hdrr
11,6000001,7000000,6372386,31633,4181,1998,76,0.9267,0.6394,0.481,melastigma,hdrr
11,7000001,8000000,7564090,32694,3491,2082,68,0.9367,0.7635,0.6582,melastigma,hdrr
11,8000001,9000000,8488408,42036,4952,2255,164,0.8644,0.6945,0.5352,melastigma,hdrr
11,9000001,10000000,9499795,39352,5945,2463,182,0.86240000000000006,0.6819,0.4715,melastigma,hdrr
11,10000001,11000000,10500127,32875,3757,2360,35.5,0.9704,0.8275,0.6384,melastigma,hdrr
11,11000001,12000000,11507093,39684,7943,4514.5,167,0.9287,0.7704,0.6231,melastigma,hdrr
11,12000001,13000000,12467711,36543,6031,2811.5,212,0.8598,0.6385,0.5221,melastigma,hdrr
11,13000001,14000000,13512704,43259,4193,2823,38,0.9734,0.8406,0.7036,melastigma,hdrr
11,14000001,15000000,14503140,40856,4555,2672.5,74,0.9461,0.7498,0.6346,melastigma,hdrr
11,15000001,16000000,15472849,40157,5988,2392.5,99,0.9205,0.5787,0.4367,melastigma,hdrr
11,16000001,17000000,16518786,37479,5671,2744.5,88.5,0.9375,0.6336,0.5471,melastigma,hdrr
11,17000001,18000000,17486065,39743,7536,3711,92,0.9516,0.6419,0.5444,melastigma,hdrr
11,18000001,19000000,18508654,41846,6551,3395,109,0.9378,0.774,0.6007,melastigma,hdrr
11,19000001,20000000,19519851,41451,6167,2833,110,0.9252,0.6794,0.5171,melastigma,hdrr
11,20000001,21000000,20479822,43458,6442,2965,132,0.9148,0.6603,0.5185,melastigma,hdrr
11,21000001,22000000,21501390,37994,8443,5512.5,107,0.9619,0.8092,0.7103,melastigma,hdrr
11,22000001,23000000,22507106,38638,5910,3093.5,104,0.9349,0.7278,0.5828,melastigma,hdrr
11,23000001,24000000,23508821,39542,11357,5743,152,0.9484,0.7109,0.5625,melastigma,hdrr
11,24000001,25000000,24447527,29207,1952,1128,25.5,0.9558,0.7847,0.6355,melastigma,hdrr
11,25000001,26000000,25500612,41612,1294,803.5,22,0.9467,0.8139,0.6791,melastigma,hdrr
11,26000001,27000000,26450911,38454,2132,1177,15,0.9748,0.826,0.5886,melastigma,hdrr
11,28000001,29000000,28141302,4357,277,219.5,0,1,0.9659,0.8307,melastigma,hdrr
4,1,1000000,542781,32962,507,273,3.5,0.9747,0.7486,0.583,melastigma,hdrr
4,1000001,2000000,1356480,26472,3662,1642.5,120.5,0.8633,0.6582,0.5198,melastigma,hdrr
4,2000001,3000000,2518401,35092,3593,1876.5,66,0.932,0.7734,0.5956,melastigma,hdrr
4,3000001,4000000,3516072,39511,1857,835,28.5,0.934,0.6512,0.478,melastigma,hdrr
4,4000001,5000000,4495127,42730,3350,1351.5,66,0.9069,0.5591,0.4285,melastigma,hdrr
4,5000001,6000000,5429136,36800,3948,1466.5,67,0.9126,0.5016,0.3989,melastigma,hdrr
4,6000001,7000000,6641247,30398,2229,1062,30,0.9451,0.7562,0.5163,melastigma,hdrr
4,8000001,9000000,8491518,41591,2630,1261,47,0.9281,0.7031,0.544,melastigma,hdrr
4,9000001,10000000,9478345,42713,9936,4001,325,0.8497,0.5513,0.4057,melastigma,hdrr
4,10000001,11000000,10374629,28015,5474,3608.5,34,0.9813,0.759,0.6806,melastigma,hdrr
4,11000001,12000000,11513004,38815,6894,3969.5,67.5,0.9666,0.7992,0.6119,melastigma,hdrr
