MIKK_11-1_A3_1	427303	2225863	19.5249	0.0111562
MIKK_11-1_A3_2	463813	2388416	19.4694	0.0112994
MIKK_11-1_A3_3	385507	1896609	19.2489	0.0118882
MIKK_11-1_A3_4	458992	2390273	19.5235	0.0111596
MIKK_11-1_A3_5	359662	1756516	19.2133	0.011986
MIKK_11-1_A3_6	305620	1674587	19.7676	0.0105498
MIKK_11-1_A3_7	370582	1975104	19.6349	0.010877
MIKK_11-1_A3_8	690185	3283991	19.0866	0.0123408
MIKK_11-1_A3_9	286009	1550871	19.7176	0.0106718
MIKK_11-1_A3_10	294563	1498568	19.4109	0.0114527
MIKK_11-1_A3_11	759023	4089638	19.6871	0.0107471
MIKK_11-1_A3_12	348010	1860592	19.6499	0.0108396
MIKK_11-1_A3_13	280571	1557689	19.8305	0.0103981
MIKK_11-1_A3_14	281640	1401985	19.3058	0.0117334
MIKK_11-1_A3_15	280686	1496590	19.6369	0.0108721
MIKK_11-1_A3_16	552933	2896201	19.5514	0.0110882
MIKK_11-1_A3_17	316453	1469619	18.9682	0.0126816
MIKK_11-1_A3_18	425395	2012146	19.0578	0.0124229
MIKK_11-1_A3_19	424567	1917823	18.8327	0.0130837
MIKK_11-1_A3_20	721187	3820278	19.6055	0.0109509
MIKK_11-1_A3_21	249531	1280616	19.4531	0.011342
MIKK_11-1_A3_22	243468	1267139	19.5206	0.011167
MIKK_11-1_A3_23	395640	2119836	19.6603	0.0108136
MIKK_11-1_A3_24	403032	1871760	18.9684	0.0126811
MIKK_11-1_A3_25	249586	1250668	19.3378	0.0116472
MIKK_11-1_A3_26	287791	1615824	19.8841	0.0102704
MIKK_11-1_A3_27	343483	1637763	19.0968	0.0123118
MIKK_11-1_A3_28	383892	1930389	19.3546	0.0116021
MIKK_11-1_A3_29	253570	1228745	19.1753	0.0120911
MIKK_11-1_A3_30	378315	1742625	18.9284	0.0127986
MIKK_11-1_A3_31	515625	2503629	19.1851	0.012064
MIKK_11-1_A3_32	392158	2014444	19.4575	0.0113304
MIKK_11-1_A3_33	223734	1182994	19.5967	0.0109731
MIKK_11-1_A3_34	284935	1514281	19.6211	0.0109115
MIKK_11-1_A3_35	252889	1357826	19.6704	0.0107886
MIKK_11-1_A3_36	227089	1144544	19.3658	0.0115724
MIKK_11-1_A3_37	240529	1290878	19.6682	0.010794
MIKK_11-1_A3_38	248862	1254893	19.3681	0.0115661
MIKK_11-1_A3_39	302060	1527616	19.3823	0.0115285
MIKK_11-1_A3_40	220748	1090980	19.2709	0.011828
MIKK_11-1_A3_41	238018	1203780	19.3825	0.011528
MIKK_11-1_A3_42	309862	1426626	18.926	0.0128056
MIKK_11-1_A3_43	567769	3137876	19.8088	0.0104502
MIKK_11-1_A3_44	199017	1072021	19.6858	0.0107503
MIKK_11-1_A3_45	257487	1310260	19.4121	0.0114496
MIKK_11-1_A3_46	208022	1064278	19.4381	0.0113812
MIKK_11-1_A3_47	211828	1059303	19.3279	0.0116737
MIKK_11-1_A3_48	188198	1058864	19.8941	0.0102468
MIKK_11-1_A3_49	337543	1701677	19.367	0.0115691
MIKK_11-1_A3_50	388614	1934744	19.3064	0.0117317
MIKK_11-1_A3_51	205441	1068983	19.5195	0.0111698
MIKK_11-1_A3_52	191573	1003002	19.5493	0.0110936
MIKK_11-1_A3_53	181878	1004844	19.8071	0.0104541
MIKK_11-1_A3_54	253080	1245572	19.2507	0.0118831
MIKK_11-1_A3_55	450422	2255714	19.3349	0.0116549
MIKK_11-1_A3_56	226500	974512	18.5932	0.0138255
MIKK_11-1_A3_57	211170	1055293	19.3246	0.0116826
MIKK_11-1_A3_58	361370	1683443	18.9834	0.0126374
MIKK_11-1_A3_59	241199	1167948	19.1718	0.012101
MIKK_11-1_A3_60	421121	2151176	19.4306	0.0114009
MIKK_11-1_A3_61	187128	947436	19.3877	0.011514
MIKK_11-1_A3_62	240583	1248085	19.5051	0.0112071
MIKK_11-1_A3_63	176193	943498	19.6575	0.0108205
MIKK_11-1_A3_64	257372	1295709	19.3603	0.011587
MIKK_11-1_A3_65	212064	960910	18.848	0.0130378
MIKK_11-1_A3_66	369593	2024911	19.7671	0.0105509
MIKK_11-1_A3_67	277229	1390983	19.344	0.0116305
MIKK_11-1_A3_68	353225	1771030	19.3406	0.0116397
MIKK_11-1_A3_69	177516	916052	19.4796	0.011273
MIKK_11-1_A3_70	311014	1395830	18.8009	0.0131797
MIKK_11-1_A3_71	337143	1478088	18.6859	0.0135335
MIKK_11-1_A3_72	300974	1620689	19.6842	0.0107542
MIKK_11-1_A3_73	229234	1064742	18.969	0.0126793
MIKK_11-1_A3_74	180393	971458	19.6846	0.0107532
MIKK_11-1_A3_75	327651	1607822	19.2364	0.0119224
MIKK_11-1_A3_76	165874	877269	19.5978	0.0109702
MIKK_11-1_A3_77	332121	1394495	18.4725	0.0142152
MIKK_11-1_A3_78	292497	1389869	19.08	0.0123594
MIKK_11-1_A3_79	218080	881629	18.2842	0.014845
MIKK_11-1_A3_80	163548	854733	19.5406	0.0111157
MIKK_11-1_A3_81	213463	947553	18.747	0.0133444
MIKK_11-1_A3_82	173511	847874	19.216	0.0119784
MIKK_11-1_A3_83	334659	1769504	19.5967	0.0109732
MIKK_11-1_A3_84	792114	3774852	19.0942	0.0123193
MIKK_11-1_A3_85	283314	1363064	19.1405	0.0121886
MIKK_11-1_A3_86	167862	917102	19.7537	0.0105836
MIKK_11-1_A3_87	365809	1782255	19.2016	0.0120182
MIKK_11-1_A3_88	875897	4525352	19.4853	0.0112581
MIKK_11-1_A3_89	158673	829056	19.5395	0.0111187
MIKK_11-1_A3_90	150120	796360	19.6124	0.0109335
MIKK_11-1_A3_91	226038	866507	18.0181	0.015783
MIKK_11-1_A3_92	177338	793996	18.7892	0.0132153
MIKK_11-1_A3_93	255173	1250219	19.2288	0.0119431
MIKK_11-1_A3_94	260394	1304851	19.3379	0.011647
MIKK_11-1_A3_95	166167	780598	19.0243	0.0125191
MIKK_11-1_A3_96	251287	1363374	19.7204	0.010665
MIKK_11-1_A3_97	167635	767925	18.9014	0.0128784
MIKK_11-1_A3_98	175329	767299	18.6771	0.0135609
MIKK_11-1_A3_99	290814	1372596	19.0472	0.0124531
MIKK_11-1_A3_100	352039	1651013	19.0162	0.0125425
MIKK_11-1_A3_101	153229	770056	19.3518	0.0116097
MIKK_11-1_A3_102	401166	2240307	19.8585	0.0103312
MIKK_11-1_A3_103	201028	827096	18.3717	0.014549
MIKK_11-1_A3_104	161928	768514	19.0742	0.0123761
MIKK_11-1_A3_105	158914	805613	19.3939	0.0114977
MIKK_11-1_A3_106	155800	761949	19.22	0.0119675
MIKK_11-1_A3_107	174588	891337	19.4279	0.0114079
MIKK_11-1_A3_108	303428	1589947	19.5533	0.0110834
MIKK_11-1_A3_109	186131	918160	19.2617	0.011853
MIKK_11-1_A3_110	388667	2130056	19.7685	0.0105474
MIKK_11-1_A3_111	245461	1209832	19.2577	0.0118638
MIKK_11-1_A3_112	147022	737076	19.3401	0.011641
MIKK_11-1_A3_113	129324	733594	19.9331	0.0101552
MIKK_11-1_A3_114	200270	843126	18.4857	0.0141721
MIKK_11-1_A3_115	136845	727079	19.6199	0.0109145
MIKK_11-1_A3_116	165714	773919	18.9957	0.0126018
MIKK_11-1_A3_117	163117	721171	18.7273	0.0134052
MIKK_11-1_A3_118	136668	718475	19.569	0.0110434
MIKK_11-1_A3_119	272271	1110042	18.3263	0.0147018
MIKK_11-1_A3_120	269783	1135639	18.4851	0.014174
MIKK_11-1_A3_121	228665	1179443	19.4773	0.0112789
MIKK_11-1_A3_122	132091	716907	19.722	0.0106611
MIKK_11-1_A3_123	150850	709974	19.0334	0.0124927
MIKK_11-1_A3_124	205414	977740	19.0883	0.0123358
MIKK_11-1_A3_125	255982	933691	17.7668	0.0167232
MIKK_11-1_A3_126	226073	1159865	19.4516	0.0113459
MIKK_11-1_A3_127	240637	908088	17.9389	0.0160734
MIKK_11-1_A3_128	243172	1194212	19.2402	0.0119119
MIKK_11-1_A3_129	166583	814214	19.2172	0.0119752
MIKK_11-1_A3_130	358905	1678434	19.0023	0.0125826
MIKK_11-1_A3_131	306931	1405177	18.8984	0.0128872
MIKK_11-1_A3_132	241481	1210781	19.3407	0.0116395
MIKK_11-1_A3_133	232458	1194061	19.4574	0.0113308
MIKK_11-1_A3_134	136108	718648	19.5899	0.0109904
MIKK_11-1_A3_135	280101	1388590	19.2858	0.0117874
MIKK_11-1_A3_136	229789	1030330	18.7964	0.0131936
MIKK_11-1_A3_137	140663	691133	19.2426	0.0119054
MIKK_11-1_A3_138	211160	899668	18.5449	0.0139802
MIKK_11-1_A3_139	185957	905415	19.1985	0.0120268
MIKK_11-1_A3_140	232308	1168951	19.3579	0.0115933
MIKK_11-1_A3_141	125797	679855	19.7016	0.0107112
MIKK_11-1_A3_142	247055	1060969	18.584	0.0138549
MIKK_11-1_A3_143	149614	816580	19.7488	0.0105954
MIKK_11-1_A3_144	156155	741131	19.0743	0.0123758
MIKK_11-1_A3_145	283982	1244429	18.6836	0.0135408
MIKK_11-1_A3_146	149676	669580	18.7851	0.0132279
MIKK_11-1_A3_147	146196	721888	19.2666	0.0118397
MIKK_11-1_A3_148	353098	1892921	19.6629	0.0108072
MIKK_11-1_A3_149	272973	1404676	19.466	0.0113084
MIKK_11-1_A3_150	408542	1765932	18.6161	0.0137527
MIKK_11-1_A3_151	131253	672770	19.4471	0.0113576
MIKK_11-1_A3_152	170273	732068	18.5896	0.0138369
MIKK_11-1_A3_153	120645	667757	19.8159	0.0104331
MIKK_11-1_A3_154	157740	661176	18.464	0.014243
MIKK_11-1_A3_155	148424	719253	19.1755	0.0120907
MIKK_11-1_A3_156	131905	655169	19.2951	0.0117622
MIKK_11-1_A3_157	113803	661287	20.0478	0.00989049
MIKK_11-1_A3_158	291236	1282841	18.709	0.0134616
MIKK_11-1_A3_159	142777	747368	19.5483	0.0110962
MIKK_11-1_A3_160	181689	875630	19.1488	0.0121652
MIKK_11-1_A3_161	178438	886189	19.2945	0.0117638
MIKK_11-1_A3_162	261372	1366934	19.544	0.0111071
MIKK_11-1_A3_163	284746	1401575	19.2512	0.0118816
MIKK_11-1_A3_164	191696	829184	18.6195	0.0137419
MIKK_11-1_A3_165	164790	739616	18.8012	0.0131789
MIKK_11-1_A3_166	132018	648390	19.2406	0.0119109
MIKK_11-1_A3_167	117542	651015	19.819	0.0104255
MIKK_11-1_A3_168	420838	2040534	19.1783	0.0120829
MIKK_11-1_A3_169	351823	1580838	18.8067	0.0131622
MIKK_11-1_A3_170	133726	660985	19.2715	0.0118263
MIKK_11-1_A3_171	129696	649174	19.3323	0.0116618
MIKK_11-1_A3_172	123290	639829	19.5068	0.0112026
MIKK_11-1_A3_173	134336	643318	19.1179	0.012252
MIKK_11-1_A3_174	180515	904235	19.3361	0.0116518
MIKK_11-1_A3_175	147750	826099	19.8642	0.0103176
MIKK_11-1_A3_176	149330	633033	18.5199	0.0140608
MIKK_11-1_A3_177	150428	720011	19.1154	0.0122591
MIKK_11-1_A3_178	244469	1194651	19.2162	0.011978
MIKK_11-1_A3_179	150410	801138	19.6319	0.0108846
MIKK_11-1_A3_180	281208	1433710	19.4213	0.0114253
MIKK_11-1_A3_181	181261	713607	18.1517	0.0153048
MIKK_11-1_A3_182	330136	1590759	19.1479	0.0121677
MIKK_11-1_A3_183	133918	627222	19.0097	0.0125612
MIKK_11-1_A3_184	140028	624762	18.7721	0.0132675
MIKK_11-1_A3_185	124287	620799	19.3222	0.011689
MIKK_11-1_A3_186	118425	616045	19.5183	0.0111731
MIKK_11-1_A3_187	133253	613220	18.9237	0.0128123
MIKK_11-1_A3_188	324313	1242522	18.0152	0.0157936
MIKK_11-1_A3_189	121815	626768	19.4654	0.0113098
MIKK_11-1_A3_190	127491	612878	19.1365	0.0121997
MIKK_11-1_A3_191	112436	611676	19.7333	0.0106334
MIKK_11-1_A3_192	410507	1777916	18.6258	0.013722
MIKK_11-1_A3_193	170911	841732	19.254	0.0118742
MIKK_11-1_A3_194	184547	831677	18.8212	0.0131183
MIKK_11-1_A3_195	141788	708909	19.327	0.0116763
MIKK_11-1_A3_196	127484	604667	19.0712	0.0123847
MIKK_11-1_A3_197	125368	623789	19.3036	0.0117393
MIKK_11-1_A3_198	213880	1013967	19.0688	0.0123913
MIKK_11-1_A3_199	123663	590576	19.1045	0.0122899
MIKK_11-1_A3_200	111735	596209	19.6405	0.0108631
MIKK_11-1_A3_201	108888	592320	19.7329	0.0106344
MIKK_11-1_A3_202	224722	1115062	19.2902	0.0117755
MIKK_11-1_A3_203	382029	1958026	19.4467	0.0113586
MIKK_11-1_A3_204	123104	588037	19.1056	0.0122869
MIKK_11-1_A3_205	122405	586599	19.1214	0.0122423
MIKK_11-1_A3_206	139048	588712	18.5137	0.0140808
MIKK_11-1_A3_207	113903	583200	19.4419	0.0113714
MIKK_11-1_A3_208	117494	584656	19.3039	0.0117383
MIKK_11-1_A3_209	169224	815411	19.1479	0.0121676
MIKK_11-1_A3_210	179714	835359	18.9727	0.0126687
MIKK_11-1_A3_211	128415	578058	18.8157	0.0131351
MIKK_11-1_A3_212	157564	638149	18.2933	0.0148138
MIKK_11-1_A3_213	109242	576312	19.5858	0.0110006
MIKK_11-1_A3_214	274448	1190833	18.6349	0.0136934
MIKK_11-1_A3_215	248733	1141734	18.9113	0.0128491
MIKK_11-1_A3_216	116671	576961	19.2738	0.01182
MIKK_11-1_A3_217	310121	1420516	18.9009	0.0128797
MIKK_11-1_A3_218	136406	573530	18.4793	0.0141927
MIKK_11-1_A3_219	289874	1320554	18.8742	0.0129591
MIKK_11-1_A3_220	114362	650158	19.9437	0.0101305
MIKK_11-1_A3_221	112735	565024	19.3387	0.0116447
MIKK_11-1_A3_222	362507	1784146	19.2507	0.011883
MIKK_11-1_A3_223	103612	567963	19.7696	0.0105448
MIKK_11-1_A3_224	121379	562480	18.9578	0.0127123
MIKK_11-1_A3_225	126528	568708	18.8083	0.0131574
MIKK_11-1_A3_226	99810	564712	19.9208	0.0101841
MIKK_11-1_A3_227	123616	555920	18.8109	0.0131494
MIKK_11-1_A3_228	107809	557741	19.4918	0.0112415
MIKK_11-1_A3_229	450570	1931904	18.5762	0.0138798
MIKK_11-1_A3_230	211899	1024957	19.1665	0.0121157
MIKK_11-1_A3_231	188334	780178	18.4056	0.0144358
MIKK_11-1_A3_232	113154	549982	19.19	0.0120503
MIKK_11-1_A3_233	212568	1166393	19.7744	0.0105331
MIKK_11-1_A3_234	129478	549198	18.5228	0.0140515
MIKK_11-1_A3_235	102358	551935	19.6908	0.0107379
MIKK_11-1_A3_236	118367	624709	19.5878	0.0109956
MIKK_11-1_A3_237	134736	587862	18.6621	0.0136077
MIKK_11-1_A3_238	436906	1965314	18.8121	0.0131457
MIKK_11-1_A3_239	162961	856385	19.5672	0.0110479
MIKK_11-1_A3_240	142099	605113	18.5423	0.0139885
MIKK_11-1_A3_241	106667	542273	19.4075	0.0114618
MIKK_11-1_A3_242	227235	980121	18.6055	0.0137863
MIKK_11-1_A3_243	127428	542004	18.5365	0.0140071
MIKK_11-1_A3_244	175830	890083	19.3869	0.0115162
MIKK_11-1_A3_245	158561	738292	18.981	0.0126444
MIKK_11-1_A3_246	270667	1244805	18.9207	0.0128214
MIKK_11-1_A3_247	183553	861860	19.022	0.0125258
MIKK_11-1_A3_248	106738	533818	19.3283	0.0116726
MIKK_11-1_A3_249	198726	984120	19.2806	0.0118015
MIKK_11-1_A3_250	372235	1713686	18.9257	0.0128065
MIKK_11-1_A3_251	228549	1248792	19.7542	0.0105823
MIKK_11-1_A3_252	104146	528645	19.4001	0.0114813
MIKK_11-1_A3_253	134147	536383	18.2293	0.0150337
MIKK_11-1_A3_254	212966	987107	18.9588	0.0127093
MIKK_11-1_A3_255	120142	579568	19.1535	0.0121521
MIKK_11-1_A3_256	124646	631951	19.3943	0.0114965
MIKK_11-1_A3_257	207695	974616	19.0189	0.0125345
MIKK_11-1_A3_258	97856	530525	19.7168	0.0106739
MIKK_11-1_A3_259	148470	648260	18.6658	0.0135964
MIKK_11-1_A3_260	177175	814753	18.9202	0.0128228
MIKK_11-1_A3_261	114633	534339	18.9864	0.0126288
MIKK_11-1_A3_262	104739	540327	19.4781	0.0112769
MIKK_11-1_A3_263	167808	776714	18.952	0.0127293
MIKK_11-1_A3_264	142614	601714	18.4965	0.0141367
MIKK_11-1_A3_265	212360	1041925	19.2357	0.0119243
MIKK_11-1_A3_266	115804	511969	18.7271	0.0134058
MIKK_11-1_A3_267	318731	1425824	18.785	0.0132282
MIKK_11-1_A3_268	101126	510247	19.3711	0.0115582
MIKK_11-1_A3_269	115297	532228	18.9388	0.0127679
MIKK_11-1_A3_270	190353	971714	19.4274	0.0114094
MIKK_11-1_A3_271	101050	514140	19.4115	0.0114513
MIKK_11-1_A3_272	103139	614807	20.169	0.00961831
MIKK_11-1_A3_273	191307	743065	18.0841	0.015545
MIKK_11-1_A3_274	306447	1378156	18.811	0.0131492
MIKK_11-1_A3_275	118243	551165	18.9864	0.0126289
MIKK_11-1_A3_276	176696	860268	19.1982	0.0120277
MIKK_11-1_A3_277	138596	649519	19.0126	0.0125528
MIKK_11-1_A3_278	120781	495442	18.3567	0.0145992
MIKK_11-1_A3_279	99047	494372	19.3187	0.0116984
MIKK_11-1_A3_280	85886	495824	20.0168	0.00996137
MIKK_11-1_A3_281	122367	537228	18.6928	0.013512
MIKK_11-1_A3_282	106593	498631	19.0037	0.0125785
MIKK_11-1_A3_283	154708	724550	19.0094	0.0125621
MIKK_11-1_A3_284	99248	495779	19.3227	0.0116878
MIKK_11-1_A3_285	97956	491682	19.3459	0.0116254
MIKK_11-1_A3_286	293506	1473430	19.3466	0.0116237
MIKK_11-1_A3_287	125986	613456	19.1988	0.012026
MIKK_11-1_A3_288	88513	492885	19.8448	0.0103638
MIKK_11-1_A3_289	101599	531949	19.5494	0.0110932
MIKK_11-1_A3_290	95442	490261	19.4575	0.0113306
MIKK_11-1_A3_291	120343	585447	19.1944	0.0120382
MIKK_11-1_A3_292	103582	491171	19.0699	0.0123882
MIKK_11-1_A3_293	166744	770261	18.9423	0.0127577
MIKK_11-1_A3_294	100117	487840	19.2022	0.0120165
MIKK_11-1_A3_295	104757	521182	19.3031	0.0117407
MIKK_11-1_A3_296	178882	949835	19.617	0.0109221
MIKK_11-1_A3_297	91373	484480	19.6101	0.0109394
MIKK_11-1_A3_298	228655	1219767	19.6392	0.0108662
MIKK_11-1_A3_299	85594	481559	19.8939	0.0102473
MIKK_11-1_A3_300	180144	892265	19.2815	0.0117991
MIKK_11-1_A3_301	246386	980166	18.2039	0.015122
MIKK_11-1_A3_302	438797	2042438	18.9794	0.0126492
MIKK_11-1_A3_303	276160	1396567	19.3821	0.0115291
MIKK_11-1_A3_304	144738	652571	18.8235	0.0131116
MIKK_11-1_A3_305	168130	819736	19.2051	0.0120085
MIKK_11-1_A3_306	126992	597344	19.0306	0.0125008
MIKK_11-1_A3_307	92913	482116	19.5061	0.0112043
MIKK_11-1_A3_308	158263	555908	17.5748	0.0174793
MIKK_11-1_A3_309	91702	482373	19.5718	0.0110361
MIKK_11-1_A3_310	109733	557274	19.4024	0.0114752
MIKK_11-1_A3_311	120599	527559	18.675	0.0135674
MIKK_11-1_A3_312	284927	1042076	17.7805	0.0166705
MIKK_11-1_A3_313	317366	1187978	17.898	0.0162254
MIKK_11-1_A3_314	158208	692543	18.6783	0.0135571
MIKK_11-1_A3_315	91412	485411	19.6172	0.0109214
MIKK_11-1_A3_316	103642	472571	18.8786	0.0129462
MIKK_11-1_A3_317	343729	1604266	18.9926	0.0126108
MIKK_11-1_A3_318	118607	471003	18.195	0.0151529
MIKK_11-1_A3_319	113081	471249	18.4353	0.0143375
MIKK_11-1_A3_320	110099	462770	18.4777	0.014198
MIKK_11-1_A3_321	319236	1451289	18.864	0.0129896
MIKK_11-1_A3_322	90479	467907	19.4899	0.0112463
MIKK_11-1_A3_323	98710	467011	19.0589	0.0124197
MIKK_11-1_A3_324	101509	463091	18.8812	0.0129384
MIKK_11-1_A3_325	147217	662414	18.8136	0.0131414
MIKK_11-1_A3_326	85473	466453	19.7483	0.0105966
MIKK_11-1_A3_327	188673	877312	18.9744	0.0126636
MIKK_11-1_A3_328	156053	753082	19.1553	0.0121471
MIKK_11-1_A3_329	135562	633951	19.0022	0.0125828
MIKK_11-1_A3_330	202287	999024	19.2674	0.0118375
MIKK_11-1_A3_331	103347	460831	18.7692	0.0132764
MIKK_11-1_A3_332	133562	725422	19.7255	0.0106525
MIKK_11-1_A3_333	124422	632381	19.4063	0.0114649
MIKK_11-1_A3_334	93186	477041	19.441	0.0113736
MIKK_11-1_A3_335	103080	456115	18.7314	0.0133926
MIKK_11-1_A3_336	121549	566183	18.983	0.0126387
MIKK_11-1_A3_337	106810	498546	18.993	0.0126097
MIKK_11-1_A3_338	90167	456319	19.3856	0.0115196
MIKK_11-1_A3_339	245909	1142855	18.9719	0.0126711
MIKK_11-1_A3_340	88370	450274	19.4184	0.0114329
MIKK_11-1_A3_341	181463	828379	18.8843	0.0129291
MIKK_11-1_A3_342	97156	446997	18.9226	0.0128158
MIKK_11-1_A3_343	129722	594025	18.8995	0.0128839
MIKK_11-1_A3_344	95235	448660	19.0382	0.0124791
MIKK_11-1_A3_345	122746	529582	18.6069	0.0137819
MIKK_11-1_A3_346	91076	464537	19.4234	0.01142
MIKK_11-1_A3_347	93351	445388	19.0998	0.0123031
MIKK_11-1_A3_348	107762	553687	19.4587	0.0113274
MIKK_11-1_A3_349	128076	596454	18.9819	0.0126419
MIKK_11-1_A3_350	97057	442573	18.8789	0.0129453
MIKK_11-1_A3_351	175215	752471	18.5841	0.0138545
MIKK_11-1_A3_352	174837	821603	19.0259	0.0125143
MIKK_11-1_A3_353	108224	448093	18.4031	0.0144442
MIKK_11-1_A3_354	124339	592292	19.0921	0.0123251
MIKK_11-1_A3_355	163479	781111	19.1069	0.0122831
MIKK_11-1_A3_356	82130	420947	19.4468	0.0113585
MIKK_11-1_A3_357	173915	723752	18.4283	0.0143605
MIKK_11-1_A3_358	141797	774058	19.7497	0.0105932
MIKK_11-1_A3_359	129157	665480	19.4722	0.0112922
MIKK_11-1_A3_360	88333	437566	19.282	0.0117977
MIKK_11-1_A3_361	194706	867392	18.7646	0.0132905
MIKK_11-1_A3_362	128543	668208	19.5149	0.0111818
MIKK_11-1_A3_363	79232	430729	19.7298	0.0106418
MIKK_11-1_A3_364	152740	797557	19.5364	0.0111264
MIKK_11-1_A3_365	88242	434816	19.2565	0.0118673
MIKK_11-1_A3_366	117963	563222	19.1034	0.0122932
MIKK_11-1_A3_367	98971	450999	18.8756	0.0129551
MIKK_11-1_A3_368	89267	432643	19.1762	0.0120888
MIKK_11-1_A3_369	110048	551246	19.336	0.011652
MIKK_11-1_A3_370	143711	497756	17.5029	0.017771
MIKK_11-1_A3_371	176343	780450	18.7324	0.0133895
MIKK_11-1_A3_372	107132	496557	18.9587	0.0127094
MIKK_11-1_A3_373	367123	1700771	18.9563	0.0127165
MIKK_11-1_A3_374	109801	490303	18.7761	0.0132552
MIKK_11-1_A3_375	109035	485293	18.7601	0.0133043
MIKK_11-1_A3_376	135907	570563	18.4718	0.0142174
MIKK_11-1_A3_377	73847	425409	20.0066	0.00998482
MIKK_11-1_A3_378	100034	427390	18.5586	0.0139361
MIKK_11-1_A3_379	117221	462461	18.1623	0.0152676
MIKK_11-1_A3_380	82405	427838	19.5089	0.0111972
