scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
3,1,1000000,543313,38021,586,277,19,0.8716,0.7068,0.5584,melastigma,hdrr
3,4000001,5000000,4535893,35297,3712,1690.5,99,0.8894,0.5811,0.4772,melastigma,hdrr
3,6000001,7000000,6463219,39021,2155,787,76,0.8239,0.5849,0.4118,melastigma,hdrr
3,7000001,8000000,7758713,14496,290,154,4,0.9494,0.6349,0.5592,melastigma,hdrr
3,8000001,9000000,8501426,44228,3894,2667.5,33,0.9756,0.8042,0.7119,melastigma,hdrr
3,9000001,10000000,9492870,48624,843,597,8,0.9736,0.8238,0.7649,melastigma,hdrr
3,10000001,11000000,10494375,42894,9265,4048,249.5,0.8839,0.6191,0.5118,melastigma,hdrr
3,11000001,12000000,11510284,42363,5598,2149,196.5,0.8324,0.5439,0.4463,melastigma,hdrr
3,12000001,13000000,12493362,39111,6992,4288.5,109.5,0.9502,0.733,0.6415,melastigma,hdrr
3,13000001,14000000,13502650,41671,4712,2736,39,0.9719,0.6874,0.5948,melastigma,hdrr
3,14000001,15000000,14470030,41445,8166,4135,122,0.9427,0.6487,0.5339,melastigma,hdrr
3,15000001,16000000,15505999,39707,9174,6223,77,0.9756,0.8043,0.7115,melastigma,hdrr
3,16000001,17000000,16501306,37209,3967,2475,45,0.9643,0.7532,0.6675,melastigma,hdrr
3,17000001,18000000,17505065,36750,8981,5148,115,0.9563,0.8102,0.6287,melastigma,hdrr
3,18000001,19000000,18491080,37069,5530,3182,75,0.9539,0.8057,0.6373,melastigma,hdrr
3,19000001,20000000,19506487,34527,9155,5870,113,0.9622,0.814,0.6914,melastigma,hdrr
3,20000001,21000000,20521667,25255,5539,2167,126.5,0.8897,0.5827,0.4383,melastigma,hdrr
3,21000001,22000000,21464986,30388,4093,2294,64.5,0.9453,0.6858,0.6033,melastigma,hdrr
3,22000001,23000000,22501180,37791,8221,4347.5,133,0.9406,0.7036,0.5912,melastigma,hdrr
3,23000001,24000000,23505789,38387,9625,4367.5,156.5,0.9308,0.6425,0.5175,melastigma,hdrr
3,24000001,25000000,24468008,40560,9024,4165.5,188,0.9136,0.632,0.4945,melastigma,hdrr
3,25000001,26000000,25500894,36304,8698,4911,130.5,0.9482,0.7661,0.6356,melastigma,hdrr
3,26000001,27000000,26497782,36261,9217,5293,125,0.9539,0.7531,0.6341,melastigma,hdrr
3,27000001,28000000,27503323,32982,8864,4886.5,91.5,0.9632,0.6993,0.6092,melastigma,hdrr
3,28000001,29000000,28477914,41913,6771,4192,88.5,0.9586,0.8031,0.7013,melastigma,hdrr
3,29000001,30000000,29531729,29532,3164,1555,58.5,0.9275,0.6574,0.5666,melastigma,hdrr
3,30000001,31000000,30518879,35790,6170,2488.5,138,0.8949,0.5524,0.4487,melastigma,hdrr
3,31000001,32000000,31496665,38381,6481,3294.5,94,0.9445,0.6165,0.5448,melastigma,hdrr
3,32000001,33000000,32506504,41638,6738,2321.5,231,0.819,0.4661,0.3761,melastigma,hdrr
3,33000001,34000000,33468076,35222,4740,2133,113,0.8994,0.5701,0.4855,melastigma,hdrr
3,34000001,35000000,34480063,42997,3637,1499,106,0.8679,0.5281,0.4502,melastigma,hdrr
3,35000001,36000000,35633026,30893,3706,1577.5,80.5,0.9029,0.5939,0.4481,melastigma,hdrr
3,36000001,37000000,36554085,47613,1156,608,14,0.955,0.6515,0.53,melastigma,hdrr
3,37000001,38000000,37466952,43115,2256,1291,22.5,0.9657,0.7027,0.5896,melastigma,hdrr
3,38000001,39000000,38095863,7243,752,386,11.5,0.9421,0.7133,0.5698,melastigma,hdrr
2,1,1000000,551240,62508,3382,794,94,0.7883,0.4215,0.2715,melastigma,hdrr
2,1000001,2000000,1373437,52538,4512,1200,105,0.8391,0.3863,0.29,melastigma,hdrr
2,2000001,3000000,2481162,52850,12664,4201,288,0.8717,0.5395,0.351,melastigma,hdrr
2,3000001,4000000,3450311,46379,3152,1136,99,0.8397,0.5073,0.4106,melastigma,hdrr
2,9000001,10000000,9631016,31061,2705,979,96,0.8214,0.4799,0.4231,melastigma,hdrr
2,10000001,11000000,10591891,34592,2565,839,46,0.896,0.4856,0.3591,melastigma,hdrr
2,11000001,12000000,11336989,29474,5450,1732.5,180,0.8118,0.5279,0.355,melastigma,hdrr
2,12000001,13000000,12692984,26946,297,200,1,0.99,0.7835,0.6886,melastigma,hdrr
2,13000001,14000000,13503302,45039,1751,817.5,48,0.8891,0.6379,0.522,melastigma,hdrr
2,14000001,15000000,14494354,44301,5061,3296.5,65,0.9613,0.8009,0.6872,melastigma,hdrr
2,15000001,16000000,15604626,26342,5376,3283.5,74,0.9559,0.7727,0.6386,melastigma,hdrr
2,16000001,17000000,16482199,46909,5181,2555,126,0.906,0.6209,0.5039,melastigma,hdrr
2,17000001,18000000,17527259,44226,3510,1386.5,89,0.8794,0.5092,0.4075,melastigma,hdrr
2,18000001,19000000,18508907,46181,7551,2824.5,208,0.8628,0.4957,0.3983,melastigma,hdrr
2,19000001,20000000,19501057,46991,9431,4112.5,226.5,0.8956,0.6096,0.473,melastigma,hdrr
2,20000001,21000000,20475837,37974,2175,1243,47,0.9271,0.7231,0.5915,melastigma,hdrr
2,21000001,22000000,21486884,47134,3125,1665,23,0.9727,0.753,0.562,melastigma,hdrr
2,22000001,23000000,22511635,46034,4985,2078.5,88,0.9188,0.6678,0.4385,melastigma,hdrr
2,23000001,24000000,23481132,61002,2214,985,50.5,0.9025,0.5964,0.477,melastigma,hdrr
2,24000001,25000000,24445583,63331,1382,435.5,39,0.8356,0.4255,0.3004,melastigma,hdrr
2,25000001,26000000,25041464,3528,653,335,8,0.9534,0.631,0.5139,melastigma,hdrr
8,1,1000000,492851,16059,1215,583,32,0.8959,0.623,0.4922,melastigma,hdrr
8,1000001,2000000,1498950,39253,4606,1708,133,0.8555,0.5527,0.4058,melastigma,hdrr
8,2000001,3000000,2462805,31681,3355,1191.5,86,0.8654,0.5078,0.3757,melastigma,hdrr
8,3000001,4000000,3499819,42312,3256,1569,54,0.9335,0.6111,0.504,melastigma,hdrr
8,4000001,5000000,4528430,42265,2959,1496.5,51,0.9341,0.5858,0.5229,melastigma,hdrr
8,5000001,6000000,5488924,36611,7243,2742,217.5,0.853,0.5013,0.3966,melastigma,hdrr
8,6000001,7000000,6493273,38429,5034,1832.5,147.5,0.851,0.5176,0.3829,melastigma,hdrr
8,7000001,8000000,7510053,37774,8499,4158.5,164.5,0.9239,0.6261,0.5284,melastigma,hdrr
8,8000001,9000000,8488075,35646,5990,2648.5,159,0.8867,0.5476,0.4562,melastigma,hdrr
8,9000001,10000000,9506695,33528,8146,3587.5,152,0.9187,0.5709,0.4608,melastigma,hdrr
8,10000001,11000000,10507878,37306,6030,2477,125.5,0.9036,0.5345,0.443,melastigma,hdrr
8,11000001,12000000,11545044,35385,1579,927,24,0.9495,0.7625,0.6274,melastigma,hdrr
8,12000001,13000000,12518037,39191,5780,3046,83,0.9469,0.6307,0.5586,melastigma,hdrr
8,13000001,14000000,13513706,42294,6655,2623.5,181.5,0.8706,0.5214,0.4138,melastigma,hdrr
8,14000001,15000000,14339317,28503,7160,2573.5,170.5,0.8757,0.5224,0.4001,melastigma,hdrr
8,15000001,16000000,15597374,36018,3664,1738,76,0.9162,0.6203,0.5157,melastigma,hdrr
8,16000001,17000000,16486113,44044,3441,2093.5,50.5,0.9529,0.7641,0.6658,melastigma,hdrr
8,18000001,19000000,18500296,43644,5755,3106,75.5,0.9525,0.7136,0.5985,melastigma,hdrr
8,19000001,20000000,19519165,45103,3235,1671,65,0.9251,0.6679,0.5749,melastigma,hdrr
8,20000001,21000000,20491352,38427,1935,701.5,64.5,0.8316,0.5373,0.4282,melastigma,hdrr
8,22000001,23000000,22491628,46422,1023,507.5,23,0.9133,0.681,0.5809,melastigma,hdrr
8,23000001,24000000,23497004,48428,2930,1422,57.5,0.9223,0.7414,0.5661,melastigma,hdrr
8,24000001,25000000,24503948,45780,3999,1824.5,61,0.9353,0.6608,0.5125,melastigma,hdrr
8,25000001,26000000,25489376,40475,998,328.5,27,0.8481,0.5374,0.3619,melastigma,hdrr
15,1,1000000,744159,20410,684,436.5,9,0.9596,0.7848,0.6641,melastigma,hdrr
15,1000001,2000000,1469460,47448,3653,1910,77,0.9225,0.7057,0.5744,melastigma,hdrr
15,2000001,3000000,2498235,45984,3344,1665,58,0.9327,0.6596,0.5292,melastigma,hdrr
15,3000001,4000000,3500156,45462,1727,793,39,0.9062,0.6286,0.5107,melastigma,hdrr
15,4000001,5000000,4292763,10962,530,221.5,11,0.9054,0.5299,0.4329,melastigma,hdrr
15,5000001,6000000,5514160,43445,3977,1841,77,0.9197,0.6929,0.4973,melastigma,hdrr
15,6000001,7000000,6493888,47205,4117,1881,64,0.9342,0.6932,0.4989,melastigma,hdrr
15,7000001,8000000,7509903,49777,2250,866,68,0.8544,0.4978,0.427,melastigma,hdrr
15,8000001,9000000,8500825,42666,2579,1314,79,0.8866,0.7205,0.5553,melastigma,hdrr
15,9000001,10000000,9501963,44669,2309,1101.5,40.5,0.9291,0.6589,0.4994,melastigma,hdrr
15,11000001,12000000,11502828,40468,2933,1175.5,70.5,0.8868,0.5809,0.4344,melastigma,hdrr
15,12000001,13000000,12498830,41639,5925,2583,111,0.9176,0.5911,0.4694,melastigma,hdrr
15,13000001,14000000,13517589,44324,6144,2457,158,0.8792,0.5885,0.4378,melastigma,hdrr
15,14000001,15000000,14450944,38696,3790,1573,79.5,0.9038,0.5807,0.4439,melastigma,hdrr
15,15000001,16000000,15507022,39450,3795,1828,72.5,0.9237,0.7024,0.5477,melastigma,hdrr
15,16000001,17000000,16510903,35024,2466,1141,23.5,0.9596,0.715,0.5014,melastigma,hdrr
15,17000001,18000000,17904819,2705,307,116.5,5.5,0.9098,0.5557,0.3895,melastigma,hdrr
15,18000001,19000000,18561998,33980,8413,4304.5,81,0.9631,0.7025,0.5527,melastigma,hdrr
15,19000001,20000000,19512947,33911,4401,2121.5,79,0.9282,0.6514,0.5513,melastigma,hdrr
15,20000001,21000000,20496455,37776,6384,2792.5,111,0.9235,0.6155,0.4873,melastigma,hdrr
