scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
12,1,1000000,504329,37218,1199,558,15.5,0.9459,0.7027,0.4944,melastigma,hdrr
12,1000001,2000000,1516428,43681,7815,3413.5,170.5,0.9049,0.6485,0.4784,melastigma,hdrr
12,2000001,3000000,2495596,45045,7774,3336.5,152.5,0.9126,0.7316,0.4815,melastigma,hdrr
12,3000001,4000000,3504712,39732,7198,3161.5,202,0.8799,0.6614,0.4967,melastigma,hdrr
12,4000001,5000000,4490626,40237,7783,3438,139.5,0.922,0.7585,0.5019,melastigma,hdrr
12,5000001,6000000,5524139,38143,2342,1470,55,0.9279,0.8374,0.7065,melastigma,hdrr
12,6000001,7000000,6489559,40794,6339,4178.5,57,0.9731,0.8229,0.6977,melastigma,hdrr
12,7000001,8000000,7472096,40109,5308,3236,72,0.9565,0.8046,0.6513,melastigma,hdrr
12,8000001,9000000,8499368,35686,7347,3941,167,0.9187,0.7537,0.5993,melastigma,hdrr
12,9000001,10000000,9485811,35237,5485,3859,69,0.9649,0.8666,0.7386,melastigma,hdrr
12,10000001,11000000,10507438,28971,7220,4264,106.5,0.9513,0.8117,0.6531,melastigma,hdrr
12,11000001,12000000,11556883,29384,2396,1384.5,56,0.9222,0.7658,0.6363,melastigma,hdrr
12,12000001,13000000,12502371,34286,7082,3761.5,112.5,0.9419,0.7765,0.5869,melastigma,hdrr
12,13000001,14000000,13507634,36518,6803,4354.5,126,0.9438,0.8121,0.692,melastigma,hdrr
12,14000001,15000000,14499729,38715,6311,3427,76.5,0.9563,0.6759,0.5661,melastigma,hdrr
12,15000001,16000000,15477323,37165,3263,1235,95.5,0.8564,0.5023,0.3854,melastigma,hdrr
12,16000001,17000000,16514756,39491,4474,2515,81.5,0.9372,0.6942,0.5986,melastigma,hdrr
12,17000001,18000000,17508592,35888,3637,2074.5,94.5,0.9129,0.7752,0.639,melastigma,hdrr
12,18000001,19000000,18462412,32348,4882,2745.5,127,0.9116,0.7533,0.6311,melastigma,hdrr
