scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
23,1,1000000,543510,48971,1157,372.5,25,0.8742,0.4698,0.3651,melastigma,hdrr
23,1000001,2000000,1487865,46937,7308,3646.5,177,0.9074,0.6347,0.5102,melastigma,hdrr
23,2000001,3000000,2508016,46041,297,79,14,0.6989,0.4276,0.2754,melastigma,hdrr
23,3000001,4000000,3502901,45456,1217,432,30,0.8701,0.4752,0.3567,melastigma,hdrr
23,5000001,6000000,5507049,44969,5695,2603.5,110,0.9189,0.7152,0.5213,melastigma,hdrr
23,7000001,8000000,7490425,41546,4876,2291.5,102,0.9148,0.7389,0.5503,melastigma,hdrr
23,8000001,9000000,8495074,41997,3425,1568,76.5,0.907,0.663,0.5071,melastigma,hdrr
23,9000001,10000000,9522954,41851,1321,722,30,0.9202,0.7897,0.6278,melastigma,hdrr
23,10000001,11000000,10527598,34314,869,541.5,12,0.9566,0.8492,0.675,melastigma,hdrr
23,11000001,12000000,11577012,40328,2882,1166,81.5,0.8693,0.5805,0.4578,melastigma,hdrr
23,12000001,13000000,12524647,35896,3771,2386,39,0.9678,0.8757,0.6761,melastigma,hdrr
23,13000001,14000000,13466321,41582,4031,2654,49,0.9637,0.7925,0.6944,melastigma,hdrr
23,14000001,15000000,14495776,36337,2932,1500.5,47,0.9393,0.7263,0.5403,melastigma,hdrr
23,15000001,16000000,15510419,38185,3982,2121,81,0.9264,0.7051,0.5884,melastigma,hdrr
23,16000001,17000000,16506994,38541,5776,2823,147.5,0.9007,0.6597,0.5374,melastigma,hdrr
23,17000001,18000000,17520528,41701,1522,719,41,0.8921,0.6325,0.5322,melastigma,hdrr
23,18000001,19000000,18394124,34179,8022,3716.5,207.5,0.8942,0.6253,0.4793,melastigma,hdrr
23,19000001,20000000,19535005,39885,1868,935.5,41,0.916,0.628,0.543,melastigma,hdrr
23,20000001,21000000,20518792,42422,1229,483,34,0.8685,0.6498,0.4368,melastigma,hdrr
23,21000001,22000000,21491182,41862,2415,910,68,0.8609,0.5804,0.4198,melastigma,hdrr
23,22000001,23000000,22503308,43174,6178,1880,178,0.827,0.5123,0.3279,melastigma,hdrr
23,23000001,24000000,23439829,32770,4098,1777,77.5,0.9164,0.718,0.4855,melastigma,hdrr
23,24000001,25000000,24176167,13653,852,475.5,29.5,0.8832,0.7876,0.6367,melastigma,hdrr
4,1,1000000,542781,32962,505,273,4,0.9711,0.7441,0.5797,melastigma,hdrr
4,1000001,2000000,1356480,26472,3613,1647,130,0.8537,0.649,0.5136,melastigma,hdrr
4,2000001,3000000,2518401,35092,3561,1884,66,0.9323,0.759,0.5858,melastigma,hdrr
4,3000001,4000000,3516072,39511,1836,835,26,0.9396,0.634,0.4674,melastigma,hdrr
4,4000001,5000000,4495127,42730,3292,1350.5,62.5,0.9115,0.5487,0.4208,melastigma,hdrr
4,5000001,6000000,5429136,36800,3862,1421.5,69,0.9074,0.4717,0.377,melastigma,hdrr
4,6000001,7000000,6641247,30398,2271,1064,27.5,0.9496,0.7729,0.5255,melastigma,hdrr
4,8000001,9000000,8491518,41591,2660,1261.5,48.5,0.926,0.7189,0.5524,melastigma,hdrr
4,9000001,10000000,9478345,42713,10303,4061,282.5,0.8699,0.5972,0.432,melastigma,hdrr
4,10000001,11000000,10374629,28015,5602,3628.5,28.5,0.9844,0.7813,0.7,melastigma,hdrr
4,11000001,12000000,11513004,38815,7074,3912.5,71,0.9644,0.8169,0.6218,melastigma,hdrr
4,12000001,13000000,12508546,38755,9108,4142,150,0.9301,0.6422,0.4956,melastigma,hdrr
4,13000001,14000000,13508971,39837,6522,2413.5,161,0.8749,0.5507,0.4081,melastigma,hdrr
4,14000001,15000000,14466383,41084,3878,1775.5,62.5,0.932,0.7889,0.5465,melastigma,hdrr
4,15000001,16000000,15507388,38146,5167,3313,51.5,0.9694,0.8221,0.6968,melastigma,hdrr
4,16000001,17000000,16513345,37250,6557,3638,159,0.9162,0.731,0.6507,melastigma,hdrr
4,17000001,18000000,17505393,37524,3470,2425.5,22,0.982,0.8817,0.7705,melastigma,hdrr
4,18000001,19000000,18501384,39153,7862,4520.5,80.5,0.965,0.7609,0.6371,melastigma,hdrr
4,19000001,20000000,19489073,40430,4778,2304,103,0.9144,0.605,0.522,melastigma,hdrr
4,20000001,21000000,20493345,42441,8364,3798.5,217.5,0.8917,0.6031,0.4865,melastigma,hdrr
4,21000001,22000000,21505664,39744,5020,2587,81,0.9393,0.6506,0.5493,melastigma,hdrr
4,22000001,23000000,22506654,42111,7429,3777.5,113,0.9419,0.6551,0.5327,melastigma,hdrr
4,23000001,24000000,23276457,21182,2987,1399,64,0.9125,0.5871,0.5115,melastigma,hdrr
4,24000001,25000000,24507340,42851,6515,3151,201.5,0.8798,0.6123,0.5157,melastigma,hdrr
4,25000001,26000000,25504535,40880,5205,2812.5,152.5,0.8971,0.704,0.6149,melastigma,hdrr
4,26000001,27000000,26499334,42989,8841,3463.5,147,0.9186,0.4932,0.4264,melastigma,hdrr
4,27000001,28000000,27523319,41955,9117,3481.5,250,0.866,0.4604,0.4041,melastigma,hdrr
4,28000001,29000000,28501477,41337,5643,2368,82.5,0.9327,0.4702,0.4294,melastigma,hdrr
4,29000001,30000000,29498672,42319,779,321.5,20,0.8829,0.6821,0.4793,melastigma,hdrr
4,30000001,31000000,30477567,43618,5122,2233,138,0.8836,0.5906,0.4583,melastigma,hdrr
4,31000001,32000000,31400951,21830,4017,2151,66,0.9405,0.6602,0.5631,melastigma,hdrr
4,32000001,33000000,32463940,34573,1564,830.5,26,0.9393,0.7161,0.5696,melastigma,hdrr
18,1000001,2000000,1482580,42614,4572,1244,153.5,0.7803,0.4027,0.289,melastigma,hdrr
18,2000001,3000000,2485680,72444,750,231.5,19,0.8483,0.4663,0.37,melastigma,hdrr
18,3000001,4000000,3413667,56261,8078,2990.5,141.5,0.9096,0.5197,0.4326,melastigma,hdrr
18,4000001,5000000,4510029,46421,4744,1913,69.5,0.9299,0.6679,0.4516,melastigma,hdrr
18,5000001,6000000,5507233,46364,7850,3487.5,141,0.9223,0.6427,0.4826,melastigma,hdrr
18,6000001,7000000,6561042,35472,6228,2578.5,204,0.8534,0.5524,0.4628,melastigma,hdrr
18,7000001,8000000,7487234,75735,5575,1236.5,261.5,0.6509,0.3639,0.2077,melastigma,hdrr
18,8000001,9000000,8499879,43463,9550,3467.5,260.5,0.8602,0.636,0.4327,melastigma,hdrr
18,9000001,10000000,9494141,42537,2827,1649,35,0.9584,0.7285,0.6351,melastigma,hdrr
18,10000001,11000000,10497363,39919,4928,1921.5,184,0.8252,0.559,0.4599,melastigma,hdrr
18,11000001,12000000,11489137,39470,3905,2157,62,0.9441,0.6914,0.6,melastigma,hdrr
18,12000001,13000000,12507270,41194,8368,3623.5,153.5,0.9187,0.6091,0.4903,melastigma,hdrr
18,13000001,14000000,13444838,41077,4462,1678.5,134,0.8521,0.5904,0.445,melastigma,hdrr
18,14000001,15000000,14516905,39640,538,158,9,0.8922,0.3979,0.3406,melastigma,hdrr
18,15000001,16000000,15531760,45539,6008,2793.5,164,0.8891,0.6233,0.5151,melastigma,hdrr
18,16000001,17000000,16495605,54122,6650,3164,76.5,0.9528,0.793,0.5343,melastigma,hdrr
18,17000001,18000000,17528529,44646,3092,1368.5,97,0.8676,0.6552,0.5051,melastigma,hdrr
18,18000001,19000000,18526228,36757,5453,2287,151,0.8761,0.5977,0.4645,melastigma,hdrr
18,19000001,20000000,19496933,41983,501,262,13,0.9055,0.7302,0.5859,melastigma,hdrr
18,20000001,21000000,20416446,20326,1631,668.5,53,0.8531,0.5738,0.454,melastigma,hdrr
18,21000001,22000000,21513987,40599,5673,2541.5,168.5,0.8756,0.6239,0.4846,melastigma,hdrr
18,22000001,23000000,22544708,49188,2941,971.5,69.5,0.8665,0.4719,0.3532,melastigma,hdrr
18,26000001,27000000,26523487,57529,3654,1033.5,97,0.8284,0.4019,0.2989,melastigma,hdrr
18,27000001,28000000,27456135,52775,4405,2137.5,109,0.903,0.6109,0.5142,melastigma,hdrr
18,28000001,29000000,28496380,50805,3684,1557.5,82,0.9,0.6151,0.4554,melastigma,hdrr
18,29000001,30000000,29477614,58256,4467,1828,147,0.8511,0.6191,0.3986,melastigma,hdrr
18,30000001,31000000,30449410,19495,1584,782.5,33,0.9191,0.686,0.5189,melastigma,hdrr
9,1,1000000,491183,31230,1546,1015.5,13.5,0.9738,0.8397,0.6946,melastigma,hdrr
9,1000001,2000000,1493924,44998,2179,1003,25.5,0.9504,0.7285,0.4922,melastigma,hdrr
9,2000001,3000000,2492863,41461,5289,2269.5,118.5,0.9008,0.6426,0.4737,melastigma,hdrr
9,3000001,4000000,3514600,45990,8180,3470,172,0.9055,0.711,0.4903,melastigma,hdrr
9,4000001,5000000,4441867,31755,6185,2678,118,0.9156,0.6319,0.487,melastigma,hdrr
9,5000001,6000000,5490963,40323,3096,1371,60.5,0.9155,0.653,0.4834,melastigma,hdrr
9,6000001,7000000,6497680,35668,4162,2062,76,0.9289,0.7242,0.5449,melastigma,hdrr
9,7000001,8000000,7512444,34813,10641,5666.5,174.5,0.9402,0.6809,0.5946,melastigma,hdrr
9,8000001,9000000,8521287,37955,6667,4101,71.5,0.9657,0.8041,0.6777,melastigma,hdrr
9,9000001,10000000,9525815,35057,6718,3705.5,121,0.9368,0.7427,0.6349,melastigma,hdrr
9,10000001,11000000,10504797,36477,5258,2993,78,0.9492,0.7642,0.6387,melastigma,hdrr
9,11000001,12000000,11506717,39397,8454,5297.5,108.5,0.9599,0.8117,0.6949,melastigma,hdrr
9,12000001,13000000,12513245,35902,3485,2155.5,47.5,0.9569,0.8203,0.6696,melastigma,hdrr
9,13000001,14000000,13518003,33116,8697,4539,161.5,0.9313,0.7391,0.5689,melastigma,hdrr
9,14000001,15000000,14483230,40341,7166,4589,68,0.9708,0.8057,0.6761,melastigma,hdrr
9,15000001,16000000,15493346,36909,7472,4589,62,0.9733,0.7725,0.6593,melastigma,hdrr
9,16000001,17000000,16497770,37134,6351,3920.5,76,0.962,0.7786,0.6607,melastigma,hdrr
9,17000001,18000000,17497236,35974,9578,4382,218,0.9052,0.5784,0.4916,melastigma,hdrr
9,18000001,19000000,18467309,32030,5371,2731.5,92.5,0.9345,0.6608,0.5376,melastigma,hdrr
9,19000001,20000000,19525586,37212,8573,4835,92.5,0.9625,0.7814,0.6011,melastigma,hdrr
9,20000001,21000000,20514044,39642,4685,2723.5,137,0.9042,0.7371,0.642,melastigma,hdrr
9,21000001,22000000,21524747,44747,807,559,11,0.9614,0.8234,0.7234,melastigma,hdrr
9,22000001,23000000,22484003,43529,3265,1650.5,81,0.9064,0.7256,0.6055,melastigma,hdrr
9,23000001,24000000,23520408,41979,9461,4652.5,226.5,0.9072,0.653,0.538,melastigma,hdrr
9,24000001,25000000,24502225,46146,3079,1506.5,35,0.9546,0.6417,0.5156,melastigma,hdrr
9,25000001,26000000,25532549,34009,2662,1166,52.5,0.9138,0.5623,0.4663,melastigma,hdrr
9,26000001,27000000,26497561,41857,3814,1838.5,108.5,0.8885,0.6313,0.5314,melastigma,hdrr
9,27000001,28000000,27491384,40916,4846,3191,91.5,0.9442,0.808,0.7099,melastigma,hdrr
9,28000001,29000000,28411460,38161,3456,1245.5,88,0.868,0.4536,0.3761,melastigma,hdrr
9,29000001,30000000,29578181,47929,4733,1650,125,0.8592,0.4831,0.4027,melastigma,hdrr
9,30000001,31000000,30334062,27858,4417,1378.5,115.5,0.8454,0.4512,0.3534,melastigma,hdrr
9,31000001,32000000,31481711,43168,346,161,5.5,0.9339,0.6195,0.5395,melastigma,hdrr
9,32000001,33000000,32487602,33707,2704,1297.5,63.5,0.9067,0.6611,0.5222,melastigma,hdrr
10,1,1000000,501694,35391,355,166,3,0.9645,0.6929,0.5204,melastigma,hdrr
10,1000001,2000000,1582373,35713,2053,1015.5,43,0.9188,0.6468,0.5586,melastigma,hdrr
10,2000001,3000000,2546911,37291,4246,2424.5,20.5,0.9832,0.7106,0.6264,melastigma,hdrr
10,3000001,4000000,3500621,43808,3584,1771,73,0.9208,0.6418,0.5577,melastigma,hdrr
10,4000001,5000000,4516079,43368,5413,2971,89.5,0.9415,0.7298,0.6222,melastigma,hdrr
10,5000001,6000000,5494357,45088,8242,3715,208.5,0.8937,0.6225,0.5079,melastigma,hdrr
10,6000001,7000000,6478127,51523,3792,2511,27,0.9787,0.8381,0.7215,melastigma,hdrr
10,7000001,8000000,7526522,39531,3650,2294,62,0.9474,0.8262,0.7125,melastigma,hdrr
10,8000001,9000000,8489174,39229,6263,3665.5,62.5,0.9665,0.8048,0.6462,melastigma,hdrr
