scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
23,1,1000000,543510,48971,1140,428,28.5,0.8751,0.5589,0.4214,melastigma,hdrr
23,1000001,2000000,1487865,46937,7368,3637,173,0.9092,0.6276,0.5049,melastigma,hdrr
23,2000001,3000000,2508016,46041,297,81,15,0.6875,0.4371,0.2797,melastigma,hdrr
23,3000001,4000000,3502901,45456,1205,422,29,0.8714,0.4707,0.3522,melastigma,hdrr
23,5000001,6000000,5507049,44969,5625,2624,107.5,0.9213,0.7156,0.5216,melastigma,hdrr
23,7000001,8000000,7490425,41546,4789,2296.5,103,0.9141,0.7272,0.5434,melastigma,hdrr
23,8000001,9000000,8495074,41997,3402,1575,79,0.9045,0.649,0.4977,melastigma,hdrr
23,9000001,10000000,9522954,41851,1303,732.5,32.5,0.915,0.7839,0.626,melastigma,hdrr
23,10000001,11000000,10527598,34314,867,541,12,0.9566,0.8461,0.6737,melastigma,hdrr
23,11000001,12000000,11577012,40328,2850,1159.5,82,0.8679,0.5695,0.4499,melastigma,hdrr
23,12000001,13000000,12524647,35896,3799,2371.5,43,0.9644,0.8601,0.666,melastigma,hdrr
23,13000001,14000000,13466321,41582,4015,2653,51,0.9623,0.7935,0.6964,melastigma,hdrr
23,14000001,15000000,14495776,36337,2983,1480.5,48,0.9372,0.7011,0.5239,melastigma,hdrr
23,15000001,16000000,15510419,38185,4077,2108,79.5,0.9273,0.7225,0.5995,melastigma,hdrr
23,16000001,17000000,16506994,38541,5848,2896.5,139,0.9084,0.7031,0.5676,melastigma,hdrr
23,17000001,18000000,17520528,41701,1524,719.5,40,0.8947,0.6521,0.5475,melastigma,hdrr
23,18000001,19000000,18394124,34179,8202,3762,203,0.8976,0.6487,0.4954,melastigma,hdrr
23,19000001,20000000,19535005,39885,1910,927,45.5,0.9064,0.6275,0.5408,melastigma,hdrr
23,20000001,21000000,20518792,42422,1242,471,38.5,0.8489,0.6516,0.4329,melastigma,hdrr
23,21000001,22000000,21491182,41862,2459,906,59.5,0.8767,0.601,0.4332,melastigma,hdrr
23,22000001,23000000,22503308,43174,6301,1857,178.5,0.8246,0.5278,0.3337,melastigma,hdrr
23,23000001,24000000,23439829,32770,4150,1763.5,73.5,0.92,0.7402,0.4979,melastigma,hdrr
23,24000001,25000000,24176167,13653,861,462,27.5,0.8876,0.7707,0.6252,melastigma,hdrr
7,1,1000000,519475,37450,1097,513,24,0.9106,0.6584,0.4996,melastigma,hdrr
7,1000001,2000000,1505787,43276,8405,3269,186,0.8923,0.5524,0.4146,melastigma,hdrr
7,2000001,3000000,2492231,43020,7249,4066.5,124,0.9408,0.7133,0.5984,melastigma,hdrr
7,3000001,4000000,3516450,41312,5511,2243.5,145,0.8786,0.489,0.4175,melastigma,hdrr
7,4000001,5000000,4294645,27310,2013,452,82,0.6929,0.3212,0.2216,melastigma,hdrr
7,5000001,6000000,5530792,42771,4296,1618.5,102.5,0.8809,0.5572,0.4091,melastigma,hdrr
7,6000001,7000000,6510297,41207,11057,4994.5,348,0.8697,0.6017,0.4865,melastigma,hdrr
7,7000001,8000000,7357402,25989,5187,2202,172,0.8551,0.5624,0.4468,melastigma,hdrr
7,8000001,9000000,8459214,40540,9150,4901,106,0.9577,0.6634,0.5682,melastigma,hdrr
7,9000001,10000000,9483622,36364,7356,4277,113.5,0.9483,0.7274,0.6137,melastigma,hdrr
7,10000001,11000000,10500450,35231,7613,4821.5,67,0.9726,0.7568,0.6586,melastigma,hdrr
7,11000001,12000000,11505464,35076,8957,4899,123.5,0.9508,0.6718,0.5747,melastigma,hdrr
7,12000001,13000000,12498502,33769,7352,3446.5,147,0.9182,0.6179,0.5051,melastigma,hdrr
7,13000001,14000000,13501332,35166,6899,3518.5,117.5,0.9354,0.6441,0.5524,melastigma,hdrr
7,14000001,15000000,14510956,40093,6431,3177,103,0.9372,0.6394,0.5275,melastigma,hdrr
7,15000001,16000000,15511989,35703,5274,2581.5,100.5,0.9251,0.636,0.55,melastigma,hdrr
7,16000001,17000000,16506770,36110,3458,1679.5,79,0.9102,0.6251,0.5247,melastigma,hdrr
7,17000001,18000000,17500575,34954,7134,3287,142.5,0.9169,0.6689,0.522,melastigma,hdrr
7,18000001,19000000,18475706,44462,2422,1461,62,0.9186,0.7734,0.6534,melastigma,hdrr
7,19000001,20000000,19496373,38354,6491,3900.5,93,0.9534,0.79,0.6536,melastigma,hdrr
7,20000001,21000000,20477311,36226,6445,3065.5,139,0.9132,0.6183,0.528,melastigma,hdrr
7,21000001,22000000,21504687,35308,7455,3325,218,0.8769,0.5854,0.4783,melastigma,hdrr
7,22000001,23000000,22518471,38728,3954,1685,89,0.8997,0.5837,0.4647,melastigma,hdrr
7,23000001,24000000,23490023,44123,2133,1010,56,0.8949,0.6,0.5034,melastigma,hdrr
7,24000001,25000000,24484126,43827,6308,2338,197.5,0.8442,0.5196,0.4047,melastigma,hdrr
7,25000001,26000000,25497536,47611,1115,449,24,0.8985,0.6391,0.4691,melastigma,hdrr
7,26000001,27000000,26343480,22344,2159,850,55,0.8785,0.5368,0.422,melastigma,hdrr
7,27000001,28000000,27501250,44739,2642,1207.5,50,0.9205,0.6127,0.49,melastigma,hdrr
7,28000001,29000000,28584209,35336,308,131,9,0.8714,0.5782,0.4621,melastigma,hdrr
7,29000001,30000000,29507030,45480,1965,792,42,0.8993,0.5601,0.4389,melastigma,hdrr
7,32000001,33000000,32411420,37129,1836,646.5,34,0.9001,0.6139,0.4046,melastigma,hdrr
7,33000001,34000000,33447659,39502,1446,646.5,38.5,0.8876,0.7029,0.5028,melastigma,hdrr
19,1,1000000,415332,39489,2237,1095.5,36.5,0.9355,0.6707,0.5115,melastigma,hdrr
19,1000001,2000000,1624380,28490,2042,759.5,71,0.829,0.5701,0.373,melastigma,hdrr
19,2000001,3000000,2478025,52050,3213,1288,61.5,0.9089,0.6181,0.4274,melastigma,hdrr
19,3000001,4000000,3496810,46766,6052,1526,218,0.75,0.3252,0.2524,melastigma,hdrr
19,4000001,5000000,4487194,44272,3535,946,130,0.7584,0.3364,0.2659,melastigma,hdrr
19,5000001,6000000,5532258,37765,7350,2688,198,0.8628,0.4803,0.3682,melastigma,hdrr
19,6000001,7000000,6503442,42032,9050,2862.5,303,0.8086,0.4474,0.336,melastigma,hdrr
19,7000001,8000000,7502481,54047,3756,2078.5,44,0.9585,0.7061,0.6072,melastigma,hdrr
19,8000001,9000000,8544725,31395,5441,2770.5,116,0.9196,0.7034,0.5835,melastigma,hdrr
19,9000001,10000000,9416660,27012,6112,2540.5,116.5,0.9123,0.5909,0.4778,melastigma,hdrr
19,10000001,11000000,10530715,34448,4706,2735.5,77.5,0.9449,0.8036,0.6678,melastigma,hdrr
19,11000001,12000000,11517728,36901,4584,2070,87.5,0.9189,0.6997,0.4998,melastigma,hdrr
19,12000001,13000000,12499019,37580,2217,971,40,0.9209,0.6075,0.4663,melastigma,hdrr
