scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
7,1,1000000,519475,37450,1089,512,19.5,0.9266,0.6703,0.5062,melastigma,hdrr
7,1000001,2000000,1505787,43276,8355,3207.5,200,0.8826,0.5414,0.4069,melastigma,hdrr
7,2000001,3000000,2492231,43020,7256,4137,118,0.9445,0.7246,0.6091,melastigma,hdrr
7,3000001,4000000,3516450,41312,5434,2306.5,152,0.8763,0.5094,0.4352,melastigma,hdrr
7,4000001,5000000,4294645,27310,2000,447,79,0.6996,0.3237,0.2228,melastigma,hdrr
7,5000001,6000000,5530792,42771,4249,1619.5,94.5,0.8897,0.5689,0.4167,melastigma,hdrr
7,6000001,7000000,6510297,41207,11017,4999,360,0.8656,0.6011,0.4867,melastigma,hdrr
7,7000001,8000000,7357402,25989,5218,2204.5,177,0.8514,0.5691,0.451,melastigma,hdrr
7,8000001,9000000,8459214,40540,9430,4823,117.5,0.9524,0.6693,0.5719,melastigma,hdrr
7,9000001,10000000,9483622,36364,7399,4223,112,0.9483,0.7114,0.6021,melastigma,hdrr
7,10000001,11000000,10500450,35231,7564,4837,71,0.9711,0.7649,0.6644,melastigma,hdrr
7,11000001,12000000,11505464,35076,8972,4904.5,123.5,0.9509,0.6703,0.5742,melastigma,hdrr
7,12000001,13000000,12498502,33769,7356,3438,153,0.9148,0.6144,0.5027,melastigma,hdrr
7,13000001,14000000,13501332,35166,6887,3504,130,0.9285,0.638,0.5481,melastigma,hdrr
7,14000001,15000000,14510956,40093,6452,3165,98,0.9399,0.636,0.5247,melastigma,hdrr
7,15000001,16000000,15511989,35703,5329,2562,93.5,0.9296,0.627,0.5414,melastigma,hdrr
7,16000001,17000000,16506770,36110,3439,1691.5,80.5,0.9091,0.6329,0.5307,melastigma,hdrr
7,17000001,18000000,17500575,34954,7144,3331.5,136.5,0.9213,0.6813,0.5304,melastigma,hdrr
7,18000001,19000000,18475706,44462,2436,1432,61,0.9183,0.751,0.6363,melastigma,hdrr
7,19000001,20000000,19496373,38354,6477,3902.5,91,0.9544,0.7924,0.6555,melastigma,hdrr
7,20000001,21000000,20477311,36226,6454,3086.5,135,0.9162,0.6246,0.5326,melastigma,hdrr
7,21000001,22000000,21504687,35308,7450,3321.5,222.5,0.8744,0.5845,0.4778,melastigma,hdrr
7,22000001,23000000,22518471,38728,3964,1685,86,0.9029,0.5811,0.4638,melastigma,hdrr
7,23000001,24000000,23490023,44123,2130,1012,56,0.8951,0.6009,0.5042,melastigma,hdrr
7,24000001,25000000,24484126,43827,6311,2338,198,0.8438,0.52,0.4047,melastigma,hdrr
7,25000001,26000000,25497536,47611,1116,449,24,0.8985,0.6391,0.4686,melastigma,hdrr
7,26000001,27000000,26343480,22344,2163,848,56,0.8761,0.5337,0.4193,melastigma,hdrr
7,27000001,28000000,27501250,44739,2646,1206,50,0.9204,0.6115,0.4887,melastigma,hdrr
7,28000001,29000000,28584209,35336,308,131,9,0.8714,0.5823,0.4648,melastigma,hdrr
7,29000001,30000000,29507030,45480,1982,798.5,41,0.9023,0.5568,0.4398,melastigma,hdrr
