scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
10,1,1000000,501694,35391,347,167,5,0.9419,0.6908,0.5167,melastigma,hdrr
10,1000001,2000000,1582373,35713,2005,1019.5,40,0.9245,0.6359,0.5502,melastigma,hdrr
10,2000001,3000000,2546911,37291,4115,2445,22.5,0.9818,0.694,0.6126,melastigma,hdrr
10,3000001,4000000,3500621,43808,3512,1802,73,0.9221,0.6374,0.5543,melastigma,hdrr
10,4000001,5000000,4516079,43368,5260,2992.5,87.5,0.9432,0.7181,0.6145,melastigma,hdrr
10,5000001,6000000,5494357,45088,8090,3750.5,211,0.8935,0.6165,0.5032,melastigma,hdrr
10,6000001,7000000,6478127,51523,3674,2518,21,0.9835,0.8136,0.7023,melastigma,hdrr
10,7000001,8000000,7526522,39531,3559,2272,65,0.9444,0.8076,0.6952,melastigma,hdrr
10,8000001,9000000,8489174,39229,6044,3657,57,0.9693,0.7854,0.6334,melastigma,hdrr
10,9000001,10000000,9501332,39164,8776,4756.5,97.5,0.9598,0.6817,0.5539,melastigma,hdrr
10,10000001,11000000,10481750,37311,5968,3610,77.5,0.958,0.7489,0.6349,melastigma,hdrr
10,11000001,12000000,11494110,36524,5234,3521,64,0.9643,0.8363,0.7189,melastigma,hdrr
10,12000001,13000000,12528632,42125,6456,2865,157,0.8961,0.5859,0.4864,melastigma,hdrr
10,13000001,14000000,13513400,39456,7798,3320,204,0.8842,0.563,0.4628,melastigma,hdrr
10,14000001,15000000,14519366,43379,4732,2159,77,0.9311,0.5649,0.4829,melastigma,hdrr
10,15000001,16000000,15459735,43899,4276,2166,66,0.9409,0.6313,0.537,melastigma,hdrr
10,16000001,17000000,16551917,27533,4890,2674,52,0.9618,0.7567,0.5839,melastigma,hdrr
10,17000001,18000000,17490148,34909,4652,2635.5,69,0.949,0.7127,0.6119,melastigma,hdrr
10,18000001,19000000,18489632,34508,9508,5012.5,226.5,0.9135,0.6611,0.5622,melastigma,hdrr
10,19000001,20000000,19499893,35990,9523,4788,160,0.9353,0.6266,0.543,melastigma,hdrr
10,20000001,21000000,20494668,36676,6067,3815,50,0.9741,0.7377,0.6577,melastigma,hdrr
10,21000001,22000000,21490673,33112,8551,4302.5,177,0.921,0.6652,0.5573,melastigma,hdrr
10,22000001,23000000,22526080,35841,4396,2041.5,88.5,0.9169,0.6669,0.5193,melastigma,hdrr
10,23000001,24000000,23473788,46628,7377,3428.5,148.5,0.917,0.6511,0.4996,melastigma,hdrr
10,24000001,25000000,24544327,37161,2154,1220,51,0.9197,0.7925,0.6343,melastigma,hdrr
10,25000001,26000000,25515331,39722,5350,3448,70.5,0.9599,0.7814,0.67490000000000006,melastigma,hdrr
10,26000001,27000000,26508250,42214,8239,3812.5,166,0.9166,0.616,0.4922,melastigma,hdrr
10,27000001,28000000,27500072,50030,5596,2256,173,0.8576,0.5786,0.4333,melastigma,hdrr
10,28000001,29000000,28510274,44171,4784,2156,168,0.8554,0.5806,0.4683,melastigma,hdrr
10,29000001,30000000,29489351,44961,8026,3374.5,179.5,0.899,0.6392,0.4669,melastigma,hdrr
10,30000001,31000000,30473998,41945,4549,2026.5,84,0.9204,0.6709,0.4714,melastigma,hdrr
17,1,1000000,529678,37883,972,519,15,0.9438,0.7086,0.5942,melastigma,hdrr
