scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
1,1,1000000,773442,17383,1037,454.5,12,0.9486,0.636,0.4369,melastigma,hdrr
1,1000001,2000000,1499533,46163,3963,1239,99.5,0.8513,0.4949,0.3304,melastigma,hdrr
1,2000001,3000000,2496202,36377,3256,1122,81,0.8653,0.5708,0.3726,melastigma,hdrr
1,3000001,4000000,3470644,48098,5159,1900.5,150.5,0.8532,0.5029,0.3907,melastigma,hdrr
1,4000001,5000000,4409263,38457,2937,1253,73,0.8899,0.5483,0.4308,melastigma,hdrr
1,5000001,6000000,5525740,37728,3960,1581,101.5,0.8793,0.5188,0.4333,melastigma,hdrr
1,6000001,7000000,6488971,38971,5684,3453.5,94,0.947,0.7858,0.6758,melastigma,hdrr
1,7000001,8000000,7388966,33108,6384,3079.5,126.5,0.9211,0.6486,0.5375,melastigma,hdrr
1,8000001,9000000,8515629,41431,6676,3137,108,0.9334,0.6163,0.516,melastigma,hdrr
1,9000001,10000000,9501342,38236,8559,4441,157.5,0.9315,0.6254,0.552,melastigma,hdrr
1,10000001,11000000,10519162,38981,7629,3913.5,126,0.9376,0.6403,0.5557,melastigma,hdrr
1,11000001,12000000,11509321,42723,6694,3316,110,0.9358,0.6551,0.5407,melastigma,hdrr
1,12000001,13000000,12453322,39989,8969,4221.5,232,0.8958,0.6033,0.5023,melastigma,hdrr
1,13000001,14000000,13522148,36385,2303,1299,46.5,0.9309,0.6908,0.5992,melastigma,hdrr
1,14000001,15000000,14493604,43202,7227,3886,87,0.9562,0.6597,0.57,melastigma,hdrr
1,15000001,16000000,15588332,36384,5710,3158,86,0.947,0.6692,0.5731,melastigma,hdrr
1,16000001,17000000,16472738,29811,3231,1158,75.5,0.8776,0.5519,0.3911,melastigma,hdrr
1,17000001,18000000,17450995,34336,3161,1465,84,0.8915,0.6065,0.5068,melastigma,hdrr
1,18000001,19000000,18486467,42249,7629,4322,106,0.9521,0.7211,0.6065,melastigma,hdrr
