scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
7,1,1000000,519475,37450,1112,513,20,0.925,0.6582,0.496,melastigma,hdrr
7,1000001,2000000,1505787,43276,8386,3254,196,0.8864,0.5473,0.4126,melastigma,hdrr
7,2000001,3000000,2492231,43020,7278,4101,125,0.9408,0.7148,0.6006,melastigma,hdrr
7,3000001,4000000,3516450,41312,5447,2304.5,151.5,0.8766,0.5087,0.4334,melastigma,hdrr
7,4000001,5000000,4294645,27310,2032,398,87.5,0.6395,0.2635,0.1841,melastigma,hdrr
7,5000001,6000000,5530792,42771,4268,1668.5,95,0.8923,0.5863,0.4285,melastigma,hdrr
7,6000001,7000000,6510297,41207,11046,4996.5,349,0.8694,0.6014,0.4867,melastigma,hdrr
7,7000001,8000000,7357402,25989,5178,2197.5,168,0.858,0.5623,0.4471,melastigma,hdrr
7,8000001,9000000,8459214,40540,9174,4851,123,0.9505,0.6525,0.5598,melastigma,hdrr
7,9000001,10000000,9483622,36364,7386,4243,115,0.9472,0.7165,0.6054,melastigma,hdrr
7,10000001,11000000,10500450,35231,7587,4795,66,0.9728,0.755,0.6572,melastigma,hdrr
7,11000001,12000000,11505464,35076,8947,4892.5,119,0.9525,0.6714,0.5751,melastigma,hdrr
7,12000001,13000000,12498502,33769,7355,3436.5,145,0.919,0.6175,0.5043,melastigma,hdrr
7,13000001,14000000,13501332,35166,6915,3515.5,125,0.9313,0.6407,0.5498,melastigma,hdrr
7,14000001,15000000,14510956,40093,6442,3165,97,0.9405,0.6361,0.5254,melastigma,hdrr
7,15000001,16000000,15511989,35703,5240,2561.5,95,0.9285,0.6371,0.55,melastigma,hdrr
7,16000001,17000000,16506770,36110,3465,1685,80,0.9093,0.6248,0.5246,melastigma,hdrr
7,17000001,18000000,17500575,34954,7131,3308,139.5,0.9191,0.6761,0.5264,melastigma,hdrr
7,18000001,19000000,18475706,44462,2423,1451,65,0.9142,0.7726,0.6516,melastigma,hdrr
7,19000001,20000000,19496373,38354,6464,3882.5,96,0.9517,0.7891,0.6526,melastigma,hdrr
7,20000001,21000000,20477311,36226,6465,3076.5,134,0.9165,0.6203,0.5293,melastigma,hdrr
7,21000001,22000000,21504687,35308,7459,3312.5,219,0.876,0.5815,0.4754,melastigma,hdrr
7,22000001,23000000,22518471,38728,3953,1677.5,91,0.8971,0.5807,0.4621,melastigma,hdrr
7,23000001,24000000,23490023,44123,2118,1008,57,0.893,0.6015,0.5059,melastigma,hdrr
7,24000001,25000000,24484126,43827,6320,2339,198.5,0.8435,0.518,0.4031,melastigma,hdrr
7,25000001,26000000,25497536,47611,1103,449,21,0.9106,0.6505,0.4766,melastigma,hdrr
7,26000001,27000000,26343480,22344,2156,848,50.5,0.8876,0.538,0.4234,melastigma,hdrr
7,27000001,28000000,27501250,44739,2647,1200,56,0.9108,0.6026,0.4832,melastigma,hdrr
7,28000001,29000000,28584209,35336,327,131,12,0.8322,0.5242,0.419,melastigma,hdrr
7,29000001,30000000,29507030,45480,1978,794.5,43,0.8973,0.5548,0.4373,melastigma,hdrr
7,32000001,33000000,32411420,37129,1817,669,37,0.8952,0.6479,0.4222,melastigma,hdrr
7,33000001,34000000,33447659,39502,1439,646,26,0.9226,0.7174,0.5144,melastigma,hdrr
20,1,1000000,643975,23058,1478,725,26,0.9308,0.6604,0.5306,melastigma,hdrr
20,1000001,2000000,1513757,44496,2505,1157.5,37.5,0.9372,0.6728,0.5109,melastigma,hdrr
20,2000001,3000000,2545426,28170,918,386.5,17.5,0.9134,0.589,0.456,melastigma,hdrr
20,3000001,4000000,3511726,39217,3791,2034.5,55,0.9474,0.6733,0.571,melastigma,hdrr
20,4000001,5000000,4476520,43302,3294,1679,67.5,0.9227,0.6701,0.5596,melastigma,hdrr
20,5000001,6000000,5448891,33089,3129,1792,66.5,0.9284,0.7598,0.6495,melastigma,hdrr
20,6000001,7000000,6690054,31620,2589,1559.5,45,0.9439,0.7498,0.6561,melastigma,hdrr
20,7000001,8000000,7506059,41100,4595,2566.5,53.5,0.9592,0.7045,0.6198,melastigma,hdrr
20,8000001,9000000,8502192,39448,4262,2207,76,0.9334,0.6584,0.568,melastigma,hdrr
20,9000001,10000000,9523584,43102,2707,1260,73.5,0.8898,0.6055,0.527,melastigma,hdrr
20,10000001,11000000,10493061,41044,5960,1808.5,267,0.7427,0.3975,0.3057,melastigma,hdrr
20,11000001,12000000,11496946,43358,9546,4826,171.5,0.9314,0.6426,0.5554,melastigma,hdrr
20,12000001,13000000,12478186,43383,6072,3073.5,95.5,0.9397,0.6053,0.5392,melastigma,hdrr
20,13000001,14000000,13331626,25909,7458,3943.5,123.5,0.9393,0.643,0.5576,melastigma,hdrr
20,14000001,15000000,14503648,40663,5526,3250.5,100,0.9403,0.7673,0.646,melastigma,hdrr
20,15000001,16000000,15492867,37230,11126,4510.5,245,0.897,0.5754,0.4466,melastigma,hdrr
20,16000001,17000000,16519968,37997,8928,4401,164,0.9281,0.6325,0.5429,melastigma,hdrr
20,17000001,18000000,17511858,40108,1761,646.5,42.5,0.8766,0.4895,0.4176,melastigma,hdrr
20,18000001,19000000,18498286,40426,3463,1235.5,94,0.8586,0.5246,0.3852,melastigma,hdrr
20,19000001,20000000,19428154,32710,5393,1837,138,0.8603,0.4957,0.3611,melastigma,hdrr
20,20000001,21000000,20495241,44889,6599,3456.5,127.5,0.9289,0.6673,0.531,melastigma,hdrr
20,21000001,22000000,21506098,47320,6936,2309,166.5,0.8655,0.4685,0.3474,melastigma,hdrr
20,22000001,23000000,22504087,50030,3596,1387,76,0.8961,0.6053,0.4108,melastigma,hdrr
20,23000001,24000000,23473802,40815,5522,1796,145,0.8506,0.4845,0.3504,melastigma,hdrr
20,24000001,25000000,24492872,42636,5546,2683.5,80,0.9421,0.6522,0.5356,melastigma,hdrr
20,25000001,26000000,25456857,37504,4670,1971.5,74.5,0.9272,0.6683,0.4713,melastigma,hdrr
9,1,1000000,491183,31230,1613,1017,7.5,0.9854,0.8641,0.7132,melastigma,hdrr
9,1000001,2000000,1493924,44998,2199,1001.5,25.5,0.9503,0.7439,0.5019,melastigma,hdrr
9,2000001,3000000,2492863,41461,5332,2246,117.5,0.9006,0.6394,0.4717,melastigma,hdrr
9,3000001,4000000,3514600,45990,8157,3443,171.5,0.9051,0.7186,0.4948,melastigma,hdrr
9,4000001,5000000,4441867,31755,6302,2664.5,115.5,0.9169,0.6373,0.4905,melastigma,hdrr
9,5000001,6000000,5490963,40323,3153,1374,58,0.919,0.6598,0.4872,melastigma,hdrr
9,6000001,7000000,6497680,35668,4206,2050,73,0.9312,0.7225,0.5441,melastigma,hdrr
9,7000001,8000000,7512444,34813,10694,5671.5,176.5,0.9396,0.6878,0.6001,melastigma,hdrr
9,8000001,9000000,8521287,37955,6708,4070.5,72,0.9652,0.8035,0.6764,melastigma,hdrr
9,9000001,10000000,9525815,35057,6709,3705,123,0.9357,0.739,0.633,melastigma,hdrr
9,10000001,11000000,10504797,36477,5280,2996,74.5,0.9515,0.7655,0.6395,melastigma,hdrr
9,11000001,12000000,11506717,39397,8461,5347.5,104.5,0.9617,0.8271,0.7067,melastigma,hdrr
9,12000001,13000000,12513245,35902,3554,2113.5,55.5,0.9488,0.805,0.6564,melastigma,hdrr
9,13000001,14000000,13518003,33116,8865,4516.5,161.5,0.931,0.7513,0.577,melastigma,hdrr
9,14000001,15000000,14483230,40341,7327,4550.5,74.5,0.9678,0.8242,0.6893,melastigma,hdrr
9,15000001,16000000,15493346,36909,7655,4570.5,61.5,0.9734,0.7871,0.6709,melastigma,hdrr
9,16000001,17000000,16497770,37134,6481,3938,76,0.9621,0.8104,0.6835,melastigma,hdrr
9,17000001,18000000,17497236,35974,9858,4381.5,214.5,0.9067,0.6006,0.5085,melastigma,hdrr
9,18000001,19000000,18467309,32030,5494,2698,94.5,0.9323,0.6686,0.5425,melastigma,hdrr
9,19000001,20000000,19525586,37212,8728,4823,92,0.9626,0.8001,0.6132,melastigma,hdrr
9,20000001,21000000,20514044,39642,4671,2709,135,0.9051,0.7362,0.6412,melastigma,hdrr
