scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
20,1,1000000,643975,23058,1442,721,26,0.9304,0.6408,0.5177,melastigma,hdrr
20,1000001,2000000,1513757,44496,2483,1155,37,0.9379,0.6619,0.5032,melastigma,hdrr
20,2000001,3000000,2545426,28170,871,383.5,17.5,0.9127,0.5807,0.4499,melastigma,hdrr
20,3000001,4000000,3511726,39217,3702,2047,61,0.9421,0.6716,0.5705,melastigma,hdrr
20,4000001,5000000,4476520,43302,3217,1686.5,70.5,0.9197,0.6671,0.5554,melastigma,hdrr
20,5000001,6000000,5448891,33089,3081,1803.5,66,0.9294,0.7502,0.6442,melastigma,hdrr
20,6000001,7000000,6690054,31620,2531,1565,47.5,0.9411,0.7464,0.6512,melastigma,hdrr
20,7000001,8000000,7506059,41100,4448,2574,55,0.9582,0.6913,0.611,melastigma,hdrr
20,8000001,9000000,8502192,39448,4127,2218.5,72.5,0.9367,0.6504,0.562,melastigma,hdrr
20,9000001,10000000,9523584,43102,2665,1270.5,74,0.8899,0.601,0.5241,melastigma,hdrr
20,10000001,11000000,10493061,41044,5910,1792,280.5,0.7293,0.3792,0.2933,melastigma,hdrr
20,11000001,12000000,11496946,43358,9270,4840,165,0.9341,0.6337,0.5492,melastigma,hdrr
20,12000001,13000000,12478186,43383,6032,3079,98,0.9383,0.6015,0.5371,melastigma,hdrr
20,13000001,14000000,13331626,25909,7442,3929.5,128.5,0.9367,0.6431,0.5562,melastigma,hdrr
20,14000001,15000000,14503648,40663,5676,3221,105,0.9369,0.7847,0.6583,melastigma,hdrr
20,15000001,16000000,15492867,37230,11130,4506,244.5,0.8971,0.5756,0.4469,melastigma,hdrr
20,16000001,17000000,16519968,37997,8910,4405,163.5,0.9284,0.6329,0.5434,melastigma,hdrr
20,17000001,18000000,17511858,40108,1745,641,47,0.8634,0.485,0.412,melastigma,hdrr
20,18000001,19000000,18498286,40426,3464,1228.5,96,0.855,0.5154,0.3789,melastigma,hdrr
20,19000001,20000000,19428154,32710,5244,1857.5,138,0.8617,0.4844,0.3561,melastigma,hdrr
20,20000001,21000000,20495241,44889,6469,3458.5,127.5,0.9289,0.653,0.5205,melastigma,hdrr
20,21000001,22000000,21506098,47320,6661,2323.5,164,0.8681,0.4576,0.3411,melastigma,hdrr
20,22000001,23000000,22504087,50030,3503,1399,73.5,0.9002,0.5897,0.4023,melastigma,hdrr
20,23000001,24000000,23473802,40815,5447,1743.5,156,0.8357,0.4375,0.32,melastigma,hdrr
20,24000001,25000000,24492872,42636,5277,2706,81,0.9419,0.6348,0.5237,melastigma,hdrr
20,25000001,26000000,25456857,37504,4527,1996.5,77,0.9257,0.6503,0.4626,melastigma,hdrr
