scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
3,1,1000000,543313,38021,578,275.5,17,0.8838,0.7241,0.5681,melastigma,hdrr
3,4000001,5000000,4535893,35297,3767,1679,101.5,0.886,0.5906,0.4825,melastigma,hdrr
3,6000001,7000000,6463219,39021,2225,767.5,73.5,0.8252,0.5933,0.4162,melastigma,hdrr
3,7000001,8000000,7758713,14496,306,149,4,0.9477,0.643,0.5653,melastigma,hdrr
3,8000001,9000000,8501426,44228,4042,2635,31,0.9767,0.8196,0.721,melastigma,hdrr
3,9000001,10000000,9492870,48624,859,588.5,7.5,0.9748,0.8393,0.7804,melastigma,hdrr
3,10000001,11000000,10494375,42894,9331,4061,250,0.884,0.6202,0.5128,melastigma,hdrr
3,11000001,12000000,11510284,42363,5589,2157.5,194.5,0.8346,0.5546,0.4555,melastigma,hdrr
3,12000001,13000000,12493362,39111,7134,4279,109.5,0.9501,0.7523,0.6566,melastigma,hdrr
3,13000001,14000000,13502650,41671,4867,2682,41.5,0.9695,0.6901,0.5945,melastigma,hdrr
3,14000001,15000000,14470030,41445,8323,4150,122.5,0.9427,0.6752,0.5534,melastigma,hdrr
3,15000001,16000000,15505999,39707,9522,6193.5,82.5,0.9737,0.8205,0.7247,melastigma,hdrr
3,16000001,17000000,16501306,37209,4047,2489,48.5,0.9618,0.7846,0.6935,melastigma,hdrr
3,17000001,18000000,17505065,36750,9119,5160,118,0.9553,0.827,0.6407,melastigma,hdrr
3,18000001,19000000,18491080,37069,5614,3177,73.5,0.9548,0.8225,0.6496,melastigma,hdrr
3,19000001,20000000,19506487,34527,9343,5820.5,113.5,0.9617,0.8287,0.7013,melastigma,hdrr
3,20000001,21000000,20521667,25255,5542,2175.5,126,0.8905,0.5842,0.4398,melastigma,hdrr
3,21000001,22000000,21464986,30388,4108,2295.5,63.5,0.9462,0.6809,0.6001,melastigma,hdrr
3,22000001,23000000,22501180,37791,8176,4342.5,134.5,0.9399,0.7046,0.5919,melastigma,hdrr
3,23000001,24000000,23505789,38387,9608,4369.5,158.5,0.93,0.6403,0.5152,melastigma,hdrr
3,24000001,25000000,24468008,40560,8942,4173.5,192.5,0.9118,0.6352,0.4976,melastigma,hdrr
3,25000001,26000000,25500894,36304,8658,4900,137.5,0.9454,0.7629,0.6329,melastigma,hdrr
3,26000001,27000000,26497782,36261,9213,5312,123,0.9547,0.7547,0.6354,melastigma,hdrr
3,27000001,28000000,27503323,32982,8828,4885.5,90.5,0.9636,0.6961,0.6061,melastigma,hdrr
