scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
22,1,1000000,579440,27240,2343,1089.5,29,0.9481,0.6882,0.4963,melastigma,hdrr
22,1000001,2000000,1506320,40887,4226,1847.5,71,0.926,0.6482,0.4514,melastigma,hdrr
22,2000001,3000000,2485769,42738,3848,1835,100,0.8966,0.6019,0.5059,melastigma,hdrr
22,3000001,4000000,3481403,30525,6014,2641,126,0.9089,0.569,0.4437,melastigma,hdrr
22,4000001,5000000,4516273,38539,7325,2798.5,187,0.8747,0.5426,0.4164,melastigma,hdrr
22,5000001,6000000,5560835,46551,8187,3633,134,0.9289,0.6196,0.4567,melastigma,hdrr
22,6000001,7000000,6493406,40635,6376,3438,73.5,0.9581,0.6552,0.5601,melastigma,hdrr
22,7000001,8000000,7523221,33549,9771,4868,129.5,0.9482,0.631,0.5138,melastigma,hdrr
22,8000001,9000000,8503022,36070,3874,1752.5,102,0.89,0.5903,0.4962,melastigma,hdrr
22,9000001,10000000,9515922,36126,7390,4119.5,180,0.9163,0.7592,0.617,melastigma,hdrr
22,10000001,11000000,10432720,31757,2874,1147,126,0.802,0.5332,0.4444,melastigma,hdrr
22,11000001,12000000,11543743,34252,4484,2042,178,0.8396,0.6381,0.5218,melastigma,hdrr
22,12000001,13000000,12498236,32926,3042,1763.5,55.5,0.939,0.7311,0.6127,melastigma,hdrr
22,13000001,14000000,13499638,31917,2260,1287.5,38,0.9427,0.7514,0.6327,melastigma,hdrr
22,14000001,15000000,14508182,34918,7259,3601,132,0.9293,0.6308,0.5321,melastigma,hdrr
22,15000001,16000000,15492683,40020,3804,2066.5,87,0.9192,0.7327,0.6036,melastigma,hdrr
22,16000001,17000000,16495734,35103,5958,3509,74,0.9587,0.7845,0.6291,melastigma,hdrr
22,17000001,18000000,17485803,42828,995,620,8.5,0.973,0.8153,0.6804,melastigma,hdrr
22,18000001,19000000,18522593,46597,5242,2820,109,0.9256,0.6498,0.5666,melastigma,hdrr
