scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,p1,p2
3,1,1000000,543313,38021,575,273,17,0.8828,0.7191,0.5639,melastigma,hdrr
3,4000001,5000000,4535893,35297,3713,1694,99,0.8896,0.5833,0.4788,melastigma,hdrr
3,6000001,7000000,6463219,39021,2148,787,75,0.826,0.5909,0.4147,melastigma,hdrr
3,7000001,8000000,7758713,14496,286,154,4,0.9494,0.6438,0.566,melastigma,hdrr
3,8000001,9000000,8501426,44228,3915,2651.5,31.5,0.9765,0.7984,0.7047,melastigma,hdrr
3,9000001,10000000,9492870,48624,828,587,7,0.9764,0.8244,0.7667,melastigma,hdrr
3,10000001,11000000,10494375,42894,9116,4087.5,254,0.883,0.6111,0.5067,melastigma,hdrr
3,11000001,12000000,11510284,42363,5535,2155,193,0.8356,0.5407,0.4445,melastigma,hdrr
3,12000001,13000000,12493362,39111,6991,4289.5,111,0.9496,0.7322,0.6413,melastigma,hdrr
3,13000001,14000000,13502650,41671,4711,2752,38,0.9728,0.693,0.5984,melastigma,hdrr
3,14000001,15000000,14470030,41445,8164,4102.5,135.5,0.9361,0.6434,0.529,melastigma,hdrr
3,15000001,16000000,15505999,39707,9225,6196.5,76,0.9758,0.7969,0.7051,melastigma,hdrr
3,16000001,17000000,16501306,37209,3954,2485.5,46,0.9637,0.7736,0.6835,melastigma,hdrr
3,17000001,18000000,17505065,36750,9150,5117,118,0.9549,0.8222,0.637,melastigma,hdrr
3,18000001,19000000,18491080,37069,5626,3189.5,72.5,0.9555,0.8237,0.6495,melastigma,hdrr
3,19000001,20000000,19506487,34527,9361,5845,111.5,0.9626,0.8299,0.7038,melastigma,hdrr
3,20000001,21000000,20521667,25255,5444,2168,135,0.8828,0.5689,0.4289,melastigma,hdrr
3,21000001,22000000,21464986,30388,4034,2311.5,65,0.9453,0.6809,0.6001,melastigma,hdrr
3,22000001,23000000,22501180,37791,8027,4340.5,135,0.9397,0.6817,0.5741,melastigma,hdrr
3,23000001,24000000,23505789,38387,9365,4389.5,158,0.9305,0.6277,0.5068,melastigma,hdrr
3,24000001,25000000,24468008,40560,8820,4162,200.5,0.9081,0.6204,0.4852,melastigma,hdrr
3,25000001,26000000,25500894,36304,8496,4918,141.5,0.9441,0.7451,0.6198,melastigma,hdrr
3,26000001,27000000,26497782,36261,9080,5368,121,0.9559,0.7475,0.63,melastigma,hdrr
3,27000001,28000000,27503323,32982,8589,4910.5,99,0.9605,0.6824,0.5961,melastigma,hdrr
3,28000001,29000000,28477914,41913,6575,4245,86,0.9603,0.7951,0.6955,melastigma,hdrr
3,29000001,30000000,29531729,29532,3051,1563,59,0.9273,0.6393,0.5524,melastigma,hdrr
3,30000001,31000000,30518879,35790,6078,2494.5,140,0.8937,0.544,0.4433,melastigma,hdrr
3,31000001,32000000,31496665,38381,6325,3306.5,95,0.9441,0.6071,0.5375,melastigma,hdrr
3,32000001,33000000,32506504,41638,6643,2328.5,223.5,0.8248,0.4627,0.3745,melastigma,hdrr
3,33000001,34000000,33468076,35222,4750,2134,109,0.9028,0.5685,0.4855,melastigma,hdrr
3,34000001,35000000,34480063,42997,3636,1479,108,0.8639,0.5219,0.4448,melastigma,hdrr
3,35000001,36000000,35633026,30893,3697,1579.5,79.5,0.9042,0.5978,0.4512,melastigma,hdrr
